Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000057665	2.3264042785337387e-4	0.01805569822329563	-0.6259670994516329	10	20635960	20637098	-1	protein_coding	sprn2	shadow of prion protein 2 [Source:ZFIN;Acc:ZDB-GENE-041221-1]	145	232	143	136	106	256	122	141	76	119	107	105	163.73605757475963	189.17142474554217	137.1273162839766	172.26375848398473	89.50358004105124	189.62286104076148	122.97600459154754	101.37125205694694	108.78159452365114	123.4965434051131	111.31394066230159	124.55069560337762
ENSDARG00000018328	2.3688746055279485e-4	0.01832403469862719	0.3229082235852555	8	27555314	27624329	1	protein_coding	rhocb	ras homolog family member Cb [Source:NCBI gene;Acc:436718]	534	719	713	485	955	782	735	828	562	615	698	599	603.0003775511838	586.2683378967449	683.7187168564707	614.3229622406809	806.3765937660748	579.238583335451	740.8800276621921	595.2865014407948	804.4112647669991	638.23843860625675	726.1414073110889	710.5320634897447
ENSDARG00000019339	2.3801306147893633e-4	0.018349937224851152	-0.6991530979877666	8	8699085	8704430	1	protein_coding	uxt	ubiquitously-expressed, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-040912-118]	177	204	129	106	110	221	90	214	97	174	101	81	199.87091166022384	166.34039072452845	123.70226434009078	134.26439999487044	92.881073627506	163.69786050784487	90.7200033872072	153.8542407105436	138.83966669466	180.57477775201411	105.07203744759309	96.08196517974845
ENSDARG00000016607	2.4116326445510272e-4	0.018531240777963955	0.4139947554090382	20	16205080	16223245	-1	protein_coding	echdc2	enoyl CoA hydratase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-030219-147]	193	281	298	169	383	291	264	328	215	229	288	239	217.93833870295595	229.12573428231616	285.76181994842676	214.06305282201043	323.3950109030436	215.5478615736781	266.1120099358078	235.81397641616027	307.73740556032885	237.65301209891513	299.611354306008	283.50110713530717
ENSDARG00000005134	2.481579128774921e-4	0.019005783914967267	0.3569441381578653	12	28346722	28363166	-1	protein_coding	psmd11b	proteasome 26S subunit, non-ATPase 11b [Source:NCBI gene;Acc:322265]	557	756	716	446	939	769	800	854	512	543	659	514	628.9723039251112	616.4379185673702	686.5955137015891	564.9237962048323	792.8666194202558	569.6092974232249	806.4000301085085	613.9790727420758	732.8444262645971	563.5178409157681	685.5690364154837	609.7053099060581
ENSDARG00000100075	2.5202574068287616e-4	0.019238517560154027	-0.41616687593323654	23	45906137	45936357	1	protein_coding	abcg2a	ATP-binding cassette, sub-family G (WHITE), member 2a [Source:ZFIN;Acc:ZDB-GENE-050517-35]	1222	1774	1068	920	1309	1927	911	1427	786	1082	858	738	1379.899740388664	1446.5090840456542	1024.1396768621469	1165.313660332838	1105.2847761673215	1427.3564579122944	918.288034286064	1025.934586420307	1125.0307012577603	1122.884537515398	892.5921597033156	875.413460526597
ENSDARG00000058605	2.5348149839332683e-4	0.01928620213677227	0.5435944033769741	5	12562188	12587053	-1	protein_coding	vsig10	V-set and immunoglobulin domain containing 10 [Source:NCBI gene;Acc:100005564]	151	209	284	123	305	232	200	227	196	154	201	230	170.51134271578417	170.41736108542375	272.33676800454094	155.79736980536856	257.53388596717576	171.84571781819008	201.60000752712713	163.20052636118407	280.54200692941606	159.81905617132284	209.10375769273477	272.8253332264462
ENSDARG00000043502	2.555555045577092e-4	0.01938046091100065	0.37822188388094924	8	13351698	13364879	-1	protein_coding	ccdc124	coiled-coil domain containing 124 [Source:NCBI gene;Acc:393537]	768	902	1003	502	1245	1095	955	944	593	666	905	783	867.2364980511408	735.4854531055131	961.8090785512485	635.8559320511789	1051.2448787840453	811.0821595298196	962.640035942032	678.68412724651	848.7827046384884	691.1655286370195	941.4870682185322	928.7923300709017
ENSDARG00000117145	2.594433872116596e-4	0.019611215777308705	-0.5108130424764259	11	45244618	45248092	-1	protein_coding	notum1b	notum, palmitoleoyl-protein carboxylesterase b [Source:NCBI gene;Acc:436917]	307	457	228	228	291	476	252	346	168	252	278	169	346.66875638242215	372.6350909858309	218.63656022899764	288.79512451726856	245.71265841458407	352.5800072476659	254.01600948418016	248.7549873170471	240.4645773680709	261.5220919167101	289.20818228149386	200.46731006638873
ENSDARG00000028275	2.640548368459011e-4	0.01989498877872072	0.4287560914624389	8	46499098	46509194	-1	protein_coding	sult1st1	sulfotransferase family 1, cytosolic sulfotransferase 1 [Source:NCBI gene;Acc:323424]	495	574	728	370	839	858	744	957	447	586	662	515	558.9610241345243	468.03619743078104	698.1027010820627	468.65875469907616	708.4292797588868	635.5328702069271	749.9520280009128	688.0304128971505	639.8075362114744	608.1426423142544	688.6899880228378	610.8915070070426
ENSDARG00000071679	2.769233546011909e-4	0.020752120575434345	0.5978942562906031	22	5135193	5145469	1	protein_coding	mydgf	myeloid-derived growth factor [Source:ZFIN;Acc:ZDB-GENE-040718-183]	198	224	311	137	340	304	328	320	222	332	301	209	223.5844096538097	182.64827216810968	298.2279396106064	173.5304037669552	287.0869548486549	225.17714748590424	330.62401234448845	230.0624160157661	317.7567629506651	344.5449782394752	313.13547793787643	247.9151941057707
ENSDARG00000057652	2.7721957159289177e-4	0.020752120575434345	0.3356183869451818	16	13599693	13613475	-1	protein_coding	dbpb	D site albumin promoter binding protein b [Source:ZFIN;Acc:ZDB-GENE-100922-6]	2018	2835	3125	2001	3376	2696	2756	3639	1755	2609	2310	2444	2278.7542357645857	2311.642194627638	2996.6633803316563	2534.5572112239224	2850.6045869678205	1996.9657553355194	2778.048103723812	2616.2410371292904	2511.9960314343125	2707.583880201177	2403.132737662773	2899.0657148062373
ENSDARG00000001303	2.784897448037987e-4	0.02078017047561721	2.400047744122517	19	7105838	7144548	-1	protein_coding	psmb8a	proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]	3	3	23	3	39	8	7	3	17	5	9	19	3.3876425705122686	2.446182216537183	22.05544247924099	3.799935848911428	32.930562467933946	5.925714407523796	7.056000263449449	2.156835150147807	24.3327250908167	5.18893039517282	9.36285482206275	22.537744918706426
ENSDARG00000086027	2.871563047653582e-4	0.02127494110115873	-0.717806655522887	17	51764310	51789748	1	protein_coding	si:ch211-168d23.3	si:ch211-168d23.3 [Source:ZFIN;Acc:ZDB-GENE-131127-572]	131	155	92	98	81	211	97	206	67	128	143	128	147.92705891236906	126.38608118775446	88.22176991696396	124.13123773110665	68.39424512570896	156.29071749844013	97.77600365065665	148.10268031014942	95.89956359321876	132.83661811642418	148.7653599505526	151.83322892602226
ENSDARG00000114393	2.87242911335555e-4	0.02127494110115873	5.261337329480793	2	45172838	45191319	-1	protein_coding	CR407590.2	NA	0	0	6	0	2	0	13	0	3	0	3	5	0	0	5.75359369023678	0	1.6887467932273819	0	13.104000489263262	0	4.294010310144124	0	3.1209516073542503	5.930985504922744
ENSDARG00000053535	2.878708741602965e-4	0.02127494110115873	-0.49429831175266775	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]	186	253	161	204	207	338	161	340	140	226	230	174	210.03383937176065	206.29470026130244	154.38809735468695	258.3956377259771	174.78529309903402	250.36143371788037	162.28800605933733	244.4413170167515	200.38714780672578	234.53965386181144	239.27295656382586	206.39829557131148
ENSDARG00000035859	2.915430004378194e-4	0.021440630150804642	-0.5264062057846133	2	24536762	24542518	1	protein_coding	angptl4	angiopoietin-like 4 [Source:ZFIN;Acc:ZDB-GENE-041111-222]	1218	2203	1321	1287	1129	2099	1083	1843	594	1077	1202	1039	1375.382883627981	1796.3131410104716	1266.7495441337978	1630.1724791830027	953.297564776857	1554.759317674056	1091.6640407593934	1325.015727240803	850.2140414085364	1117.6956071202253	1250.4612773466029	1232.4587879229462
ENSDARG00000087359	2.920130594691352e-4	0.021440630150804642	1.7512612288230207	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	1262	1028	3163	258	3485	1819	3937	2472	2727	1627	1501	2173	1425.0683079954943	838.2251062000747	3033.102807036489	326.7944830063828	2942.641287198713	1347.3593134107232	3968.496148171497	1777.232163721793	3903.255371921008	1688.4779505892354	1561.5161208795766	2577.6063004394246
ENSDARG00000045842	2.92884588373915e-4	0.021440630150804642	-0.34936116712742343	4	5341592	5368158	1	protein_coding	zgc:113263	zgc:113263 [Source:ZFIN;Acc:ZDB-GENE-050306-34]	392	517	377	347	379	578	335	525	297	345	371	307	442.6519625469364	421.55873531657454	361.517470203211	439.5259131907552	320.01751731658885	428.13286594359425	337.6800126079379	377.44615127586627	425.1070207042682	358.03619726692455	385.9576821094756	364.16251000225645
ENSDARG00000056791	2.961969710870432e-4	0.02161492739322618	1.0958157839718456	3	19460991	19466015	1	protein_coding	pde6ga	phosphodiesterase 6G, cGMP-specific, rod, gamma, paralog a [Source:ZFIN;Acc:ZDB-GENE-050522-144]	46	90	93	46	156	62	146	68	53	118	100	99	51.943852747854784	73.3854664961155	89.18070219867009	58.265683016641894	131.72224987173578	45.92428665830942	147.1680054948028	48.8882634033503	75.86084881254618	122.45875732607854	104.03172024514167	117.43351299747033
ENSDARG00000023217	3.0372329037487935e-4	0.022094679236487304	0.4384909447150534	2	43159171	43196595	-1	protein_coding	crema	cAMP responsive element modulator a [Source:ZFIN;Acc:ZDB-GENE-030131-7031]	229	308	391	230	383	320	350	334	223	223	357	247	258.5900495491031	251.1413742311508	374.94252214709684	291.3284150832095	323.3950109030436	237.02857630095184	352.80001317247246	240.12764671645587	319.1880997207132	231.42629562470773	371.3932412751558	292.99068394318357
ENSDARG00000103485	3.0776240744936776e-4	0.022318545085218838	0.6817328336249996	6	18298444	18350267	1	protein_coding	card14	caspase recruitment domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-090310-1]	104	104	150	70	169	91	139	104	113	71	140	161	117.43827577775863	84.80098350662234	143.8398422559195	88.66516980793332	142.69910402771376	67.40500138558318	140.11200523135335	74.77028520512398	161.74105501542866	73.68281161145404	145.64440834319834	190.97773325851236
ENSDARG00000093738	3.1104313638093616e-4	0.022486190102355155	2.123529007760637	25	17860798	17861696	1	protein_coding	pth1a	parathyroid hormone 1a [Source:ZFIN;Acc:ZDB-GENE-040623-1]	9	1	46	11	22	5	25	10	14	9	19	13	10.162927711536804	0.815394072179061	44.11088495848198	13.933098112675236	18.576214725501202	3.7035715047023725	25.20000094089089	7.189450500492691	20.038714780672578	9.340074711311075	19.766026846576917	15.420562312799134
ENSDARG00000043571	3.121600058501913e-4	0.02249684812347683	0.3350721875033898	8	12925385	12948930	1	protein_coding	KIF2A	zgc:103670 [Source:ZFIN;Acc:ZDB-GENE-040912-111]	394	589	620	335	722	667	541	628	391	436	605	527	444.9103909272779	480.26710851346695	594.5380146578007	424.3261697951095	609.6375923550848	494.0564387272965	545.3280203608789	451.497491430941	559.6526770887841	452.47473045906986	629.3919074831072	625.1258722188572
ENSDARG00000117461	3.145701818852772e-4	0.022600358021144712	-0.698115591583607	9	40767055	40777341	-1	lincRNA	CR932999.1	NA	149	158	81	108	97	184	103	191	64	120	138	122	168.25291433544265	128.83226340429164	77.67351481819654	136.79769056081142	81.90421947152802	136.29143137304732	103.82400387647047	137.3185045594104	91.60555328307464	124.53432948414766	143.5637739382955	144.71604632011494
ENSDARG00000045530	3.2610367155162085e-4	0.023356672228478127	1.0211456179365477	4	26095462	26108053	-1	protein_coding	si:ch211-244b2.4	si:ch211-244b2.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8699]	31	38	48	18	87	49	72	42	40	51	52	46	35.00563989529344	30.98497474280432	46.02874952189424	22.799615093468567	73.46048550539112	36.295000746083254	72.57600270976576	30.1956921020693	57.253470801921644	52.927090030762756	54.09649452747367	54.56506664528924
ENSDARG00000105230	3.285637253994864e-4	0.02346046095883225	0.7561185564948489	7	54617060	54624876	1	protein_coding	fgf4	fibroblast growth factor 4 [Source:ZFIN;Acc:ZDB-GENE-001006-1]	54	56	83	37	127	85	87	88	53	56	89	71	60.97756626922083	45.66206804202742	79.59137938160879	46.865875469907614	107.23542136993875	62.960715579940334	87.6960032743003	63.26716440433568	75.86084881254618	58.11602042593558	92.58823101817609	84.21999416990296
ENSDARG00000095724	3.3231395821946573e-4	0.02365545311178197	1.3370916736765655	8	23190986	23194408	-1	protein_coding	si:ch211-196c10.15	si:ch211-196c10.15 [Source:ZFIN;Acc:ZDB-GENE-141216-138]	65	30	95	28	195	121	167	243	69	111	149	77	73.39892236109915	24.46182216537183	91.09856676208236	35.46606792317333	164.65281233966974	89.62643041379742	168.33600628515114	174.70364716197238	98.76223713331484	115.19425477283659	155.0072631652611	91.33717677581026
ENSDARG00000055632	3.352560641008222e-4	0.023791902824231437	0.5126209151473877	15	24644016	24671419	1	protein_coding	smtnl	smoothelin, like [Source:ZFIN;Acc:ZDB-GENE-040212-1]	142	245	297	156	279	251	275	277	174	166	182	166	160.34841500424736	199.77154768386995	284.8028876667206	197.59666414339426	235.58017765521979	185.9192895360591	277.2000103497998	199.14777886364755	249.05259798835917	172.2724891197376	189.33773084615785	196.9087187634351
ENSDARG00000092123	3.386323113129775e-4	0.02395823602539316	0.8243250207596866	8	26382604	26388090	-1	protein_coding	si:dkey-20d21.12	si:dkey-20d21.12 [Source:ZFIN;Acc:ZDB-GENE-081104-365]	56	77	103	64	155	64	103	74	90	73	96	74	63.23599464956234	62.7853435577877	98.77002501573139	81.06529811011046	130.8778764751221	47.40571526019037	103.82400387647047	53.20193370364591	128.8203093043237	75.75838376952316	99.87045143533601	87.7785854728566
ENSDARG00000088411	3.493343561332066e-4	0.024640282882757426	-0.8119999387962493	6	10943188	10964083	-1	protein_coding	notum2	Danio rerio notum pectinacetylesterase 2 (notum2), mRNA. [Source:RefSeq mRNA;Acc:NM_001353872]	83	108	66	102	52	133	67	215	36	108	62	52	93.72477778417276	88.06255979533859	63.289530592604585	129.19781886298856	43.90741662391193	98.5150020250831	67.53600252158759	154.57318576059285	51.528123721729486	112.0808965357329	64.49966655198784	61.68224925119654
ENSDARG00000002084	3.6075369316154277e-4	0.02536863698032352	0.3466109718039774	23	20180159	20258490	-1	protein_coding	lamb2	laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]	1259	1842	1977	1338	2200	1846	1934	2275	1106	1253	1574	1455	1421.680665424982	1501.9558809538305	1895.8091209330191	1694.771388614497	1857.6214725501202	1367.358599536116	1949.4720727873193	1635.5999888620872	1583.0584676731335	1300.3459570303085	1637.45927665853	1725.9167819325185
ENSDARG00000117231	3.677537293817746e-4	0.025782758441188706	-1.4030990379112758	1	40663536	40671733	1	lincRNA	FO834828.1	mucin-5AC-like [Source:NCBI gene;Acc:101885779]	82	48	19	52	39	81	21	26	23	48	22	32	92.595563594002	39.13891546459493	18.21971335241647	65.86555471446475	32.930562467933946	59.997858376178435	21.168000790348348	18.692571301280996	32.92074571110495	49.813731793659066	22.886978453931167	37.958307231505565
ENSDARG00000043531	3.6992565574312663e-4	0.025856911949322277	0.28691514056861234	20	15552657	15554606	1	protein_coding	jun	Jun proto-oncogene, AP-1 transcription factor subunit [Source:ZFIN;Acc:ZDB-GENE-030131-7859]	1009	1399	1448	805	1511	1500	1366	1511	1078	1043	1246	1162	1139.3771178822929	1140.7363069785065	1388.5339439104764	1019.6494527912332	1275.848202283287	1111.0714514107117	1376.9280514102782	1086.3259706244455	1542.9810381117884	1082.4108804330501	1296.2352342544652	1378.3610313440456
ENSDARG00000099646	3.887240568705048e-4	0.027089280671882685	-2.8540692292714422	10	21660447	21820057	1	protein_coding	pcdh1g3	protocadherin 1 gamma 3 [Source:ZFIN;Acc:ZDB-GENE-050608-3]	11	56	1	35	1	26	11	3	0	6	2	1	12.421356091878318	45.66206804202742	0.9589322817061301	44.33258490396666	0.8443733966136909	19.25857182445234	11.088000413991992	2.156835150147807	0	6.226716474207383	2.0806344049028334	1.186197100984549
ENSDARG00000089511	4.060303062435654e-4	0.028107901207798502	0.7740542713734961	24	31896724	31905000	-1	protein_coding	si:ch73-78o10.1	si:ch73-78o10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-427]	45	50	86	38	98	55	63	64	47	42	55	59	50.81463855768403	40.76970360895305	82.46817622672718	48.13252075287809	82.74859286814171	40.739286551726096	63.50400237104504	46.012483203153224	67.27282819225793	43.58701531945168	57.217446134827924	69.98562895808838
ENSDARG00000018881	4.0760249334657856e-4	0.028107901207798502	0.5362981177968341	22	641342	651719	-1	protein_coding	apobec2a	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2a [Source:ZFIN;Acc:ZDB-GENE-050306-15]	241	257	318	234	468	299	377	408	300	250	338	291	272.1406198311522	209.55627655001868	304.94046558254934	296.3949962150914	395.1667496152074	221.4735759812019	380.01601418863464	293.32958042010176	429.40103101441235	259.446519758641	351.62721442857884	345.1833563865037
ENSDARG00000094695	4.0828824768415436e-4	0.028107901207798502	0.4482979624388876	3	34140507	34147100	1	protein_coding	si:dkey-204f11.64	si:dkey-204f11.64 [Source:ZFIN;Acc:ZDB-GENE-030131-8332]	492	602	742	441	866	552	605	761	504	432	681	668	555.573381564012	490.86723145179474	711.5277530259485	558.5905697899799	731.2273614674564	408.87429411914195	609.8400227695595	547.1171830874938	721.3937321042127	448.3235861429316	708.4560148694148	792.3796634576786
ENSDARG00000019498	4.087758724580296e-4	0.028107901207798502	-0.6179268440150073	10	39264802	39283883	-1	protein_coding	cry5	cryptochrome circadian regulator 5 [Source:ZFIN;Acc:ZDB-GENE-010426-8]	391	494	271	301	360	605	252	405	147	446	279	160	441.52274835676565	402.80467165645615	259.8706483423612	381.2602301741133	303.97442278092876	448.13215206898707	254.01600948418016	291.17274526995396	210.40650519706205	462.85259124941547	290.2484994839453	189.79153615752782
ENSDARG00000038655	4.093971648813192e-4	0.028107901207798502	-0.4644109742640213	8	21588067	21676306	1	protein_coding	ajap1	adherens junctions associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-041210-353]	439	572	430	402	393	810	381	568	273	433	455	445	495.72502948496196	466.4054092864229	412.34088113363595	509.1914037541314	331.8387448691806	599.9785837617843	384.04801433917714	408.36078842798486	390.75493822311523	449.3613722219662	473.3443271153946	527.8577099381242
ENSDARG00000079705	4.135752414096158e-4	0.028310994254134348	0.7472028682611411	19	27522425	27542433	-1	protein_coding	si:ch211-152p11.4	si:ch211-152p11.4 [Source:ZFIN;Acc:ZDB-GENE-060503-764]	57	87	116	46	151	93	92	95	113	49	98	111	64.3652088397331	70.93928427957832	111.23614467791108	58.265683016641894	127.50038288866733	68.88642998746413	92.73600346247848	68.29977975468056	161.74105501542866	50.851517872693634	101.95108584023885	131.6678782092849
ENSDARG00000102895	4.1983654034381313e-4	0.028655078691819196	2.612583461324882	12	44018826	44019561	-1	protein_coding	si:dkey-31i7.1	si:dkey-31i7.1 [Source:ZFIN;Acc:ZDB-GENE-131127-342]	5	1	31	2	12	7	25	4	11	1	7	37	5.6460709508537805	0.815394072179061	29.72690073289003	2.533290565940952	10.132480759364292	5.185000106583321	25.20000094089089	2.8757802001970765	15.744704470528452	1.0377860790345639	7.282220417159917	43.8892927364283
ENSDARG00000027316	4.2282738322374876e-4	0.028774581393226726	0.3351834848482342	4	16725960	16742893	1	protein_coding	tcp11l2	t-complex 11, testis-specific-like 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1956]	878	1309	1493	903	1752	1557	1200	1757	1088	1100	1330	1193	991.4500589699239	1067.3508404823908	1431.6858965872523	1143.78069052234	1479.3421908671864	1153.292166564319	1209.6000451627626	1263.1864529365657	1557.294405812269	1141.5646869380203	1383.6218792603843	1415.1331414745666
ENSDARG00000007682	4.389029607805623e-4	0.02978123423354891	0.32226855741248056	8	23213320	23216035	1	protein_coding	ppdpfa	pancreatic progenitor cell differentiation and proliferation factor a [Source:NCBI gene;Acc:338304]	1007	1629	1643	988	1781	1502	1437	1875	1239	1400	1442	1266	1137.1186895019514	1328.2769435796904	1575.5257388431717	1251.4455395748303	1503.8290193689836	1112.5528800125928	1448.4960540824084	1348.0219688423795	1773.4262580895231	1452.9005106483894	1500.137405934943	1501.7255298464388
ENSDARG00000012311	4.4103648896192646e-4	0.029838754410642754	0.6411516139426184	7	69829442	69857692	-1	protein_coding	myoz2a	myozenin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1880]	257	498	521	305	762	386	452	282	522	252	474	483	290.2080468738843	406.0662479451724	499.60371876889377	386.3268113059952	643.4125282196325	285.91572016302314	455.6160170113073	202.7425041138939	747.1577939650775	261.5220919167101	493.11035396197155	572.9331997755371
ENSDARG00000022183	4.5494563319461735e-4	0.030690315011378748	-0.6209377518882477	13	25380432	25389051	1	protein_coding	gsto1	glutathione S-transferase omega 1 [Source:ZFIN;Acc:ZDB-GENE-040718-365]	160	258	121	167	146	214	130	195	100	148	83	94	180.67427042732098	210.37167062219774	116.03080608644174	211.5297622560695	123.27851590559888	158.51286040126155	131.04000489263262	140.19428475960748	143.13367700480413	153.59233969711545	86.34632780346759	111.50252749254759
ENSDARG00000039142	4.6505511657894113e-4	0.03128135952269828	0.2941135214554087	2	20967673	20975677	1	protein_coding	arpc5a	actin related protein 2/3 complex, subunit 5A [Source:ZFIN;Acc:ZDB-GENE-030131-8448]	539	732	742	489	848	786	778	921	542	659	697	554	608.6464485020375	596.8684608350727	711.5277530259485	619.3895433725628	716.0286403284099	582.201440539213	784.2240292805245	662.1483910953768	775.7845293660383	683.9010260837777	725.1010901086374	657.1531939454401
ENSDARG00000094004	4.685321080020879e-4	0.03130961843626954	0.8167700859026898	9	1372946	1376460	1	processed_transcript	FP102120.1	NA	40	48	79	32	82	41	57	64	40	53	64	56	45.168567606830244	39.13891546459493	75.75565025478427	40.53264905505523	69.23861852232265	30.369286338559455	57.45600214523123	46.012483203153224	57.253470801921644	55.002662188831884	66.58030095689067	66.42703765513473
ENSDARG00000043899	4.693928457567981e-4	0.03130961843626954	1.064448376574013	15	47920629	47929455	-1	protein_coding	psma6l	proteasome 20S subunit alpha 6, like [Source:ZFIN;Acc:ZDB-GENE-010502-2]	52	65	81	28	137	40	82	53	47	69	109	78	58.71913788887932	53.000614691638965	77.67351481819654	35.46606792317333	115.67915533607567	29.62857203761898	82.65600308612211	38.10408765261126	67.27282819225793	71.6072394533849	113.39457506720443	92.5233738767948
ENSDARG00000094511	4.6952284822122725e-4	0.03130961843626954	1.7574671750239435	24	26006730	26009612	1	protein_coding	ccl20b	chemokine (C-C motif) ligand 20b [Source:ZFIN;Acc:ZDB-GENE-091204-95]	17	10	30	7	38	5	37	11	25	12	16	43	19.196641232902856	8.15394072179061	28.7679684511839	8.866516980793332	32.086189071320256	3.7035715047023725	37.29600139251852	7.90839555054196	35.78341925120103	12.453432948414767	16.645075239222667	51.0064753423356
ENSDARG00000011583	4.8553110434570226e-4	0.032146838632756365	-0.4151462588203763	18	15106518	15129696	1	protein_coding	cry1b	cryptochrome circadian regulator 1b [Source:ZFIN;Acc:ZDB-GENE-010426-3]	804	1180	746	707	801	1294	699	921	692	909	782	688	907.8882088972879	962.165005171292	715.363482152773	895.5182150601265	676.3430906875665	958.484305416974	704.5920263073093	662.1483910953768	990.4850448732445	943.3475458424185	813.5280523170079	816.1036054773696
ENSDARG00000089138	4.8572673559101016e-4	0.032146838632756365	-0.3857205351785571	1	28391631	28473487	-1	protein_coding	si:ch1073-440b2.1	si:ch1073-440b2.1 [Source:ZFIN;Acc:ZDB-GENE-030131-8303]	411	596	417	378	437	714	354	598	215	438	382	344	464.1070321601808	485.9748670187204	399.8747614714562	478.79191696283993	368.99117432018295	528.8700108714988	356.832013323015	429.9291399294629	307.73740556032885	454.550302617139	397.4011713364412	408.0518027386848
ENSDARG00000004877	4.874840800704493e-4	0.032146838632756365	0.33656147567977224	20	33601046	33705044	-1	protein_coding	rock2b	rho-associated, coiled-coil containing protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060125-2]	347	422	473	290	575	517	463	626	286	425	415	410	391.83732398925235	344.09629845956374	453.5749692469995	367.327132061438	485.5147030528723	382.94929358622534	466.7040174252993	450.05960133084244	409.36231623373976	441.05908358968964	431.73163901733795	486.340811403665
ENSDARG00000094965	4.8761902950660355e-4	0.032146838632756365	-0.44255688737857396	6	8172227	8180042	1	protein_coding	nfil3-5	nuclear factor, interleukin 3 regulated, member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-7677]	839	1313	798	739	794	1319	730	1592	763	772	824	772	947.4107055532644	1070.612416771107	765.2279608014918	936.0508641151818	670.4324769112707	977.0021629404858	735.8400274740139	1144.5605196784363	1092.1099555466553	801.1708530146833	857.2213748199674	915.7441619600717
ENSDARG00000026726	4.895691580733177e-4	0.03218397133781703	-0.5390629284024584	5	25578181	25583325	-1	protein_coding	anxa1a	annexin A1a [Source:ZFIN;Acc:ZDB-GENE-030131-6664]	2016	2913	1688	1574	2174	4044	1512	3258	1996	1888	1793	1817	2276.4958073842445	2375.242932257605	1618.6776915199475	1993.6996753955293	1835.6677642381642	2995.448633003279	1524.096056905081	2342.3229730605185	2856.9481930158904	1959.3401172172566	1865.2887439953902	2155.320132488925
ENSDARG00000006598	5.008733519162345e-4	0.032834087583525816	0.5740578988219416	16	26530426	26537114	-1	protein_coding	sgk2b	serum/glucocorticoid regulated kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060929-44]	206	416	462	273	604	487	473	500	443	310	583	358	232.61812317517575	339.2039340264894	443.0267141482321	345.79416225093996	510.0015315546693	360.7278645580111	476.78401780165564	359.47252502463454	634.0821891312822	321.7136845007148	606.504929029176	424.65856215246845
ENSDARG00000062429	5.112851791970049e-4	0.03340787709258329	0.736454348254012	16	14064397	14074594	-1	protein_coding	trim109	tripartite motif containing 109 [Source:ZFIN;Acc:ZDB-GENE-060616-101]	64	94	127	80	192	102	119	133	74	54	105	84	72.2697081709284	76.64704278483174	121.78439977667851	101.33162263763808	162.11969214982867	75.5528586959284	119.95200447864063	95.61969165655279	105.91892098355505	56.04044826786645	109.23330625739875	99.6405564827021
ENSDARG00000054373	5.125055694630548e-4	0.03340787709258329	-5.159707595099435	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	3	15	0	2	0	8	0	14	2	6	0	0	3.3876425705122686	12.230911082685916	0	2.533290565940952	0	5.925714407523796	0	10.065230700689767	2.8626735400960825	6.226716474207383	0	0
