Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000092726	7.102649875985074e-4	0.02657137963136904	-0.7932038450315171	21	11503212	11505881	1	protein_coding	si:dkey-184p9.7	si:dkey-184p9.7 [Source:ZFIN;Acc:ZDB-GENE-091204-97]	59	39	36	53	44	30	76	61	125	92	90	91	69.98562895808838	32.930562467933946	37.451419288251	75.86084881254618	42.19302039506972	30.240001129069068	96.26504150575617	63.3049508211084	89.86813125615863	103.88770549570957	66.66428708464271	74.20086056829456
ENSDARG00000039052	7.105677033922289e-4	0.02657137963136904	0.7512244827887888	2	21326957	21335131	-1	protein_coding	klhl40a	kelch-like family member 40a [Source:NCBI gene;Acc:553257]	68	186	104	59	116	150	74	47	65	51	104	111	80.66140286694932	157.05345177014652	108.19298905494735	84.44886943283443	111.23614467791108	151.20000564534533	93.73175093981523	48.775945714624505	46.73142825320249	57.58992369870856	77.03428729780936	90.50874201187578
ENSDARG00000015887	7.134168092440104e-4	0.026637803569216207	0.270488353947457	8	50942240	50950549	1	protein_coding	b2ml	beta-2-microglobulin, like [Source:ZFIN;Acc:ZDB-GENE-040426-2136]	2881	4004	2851	2484	3327	2731	1996	2571	3215	2515	4084	3180	3417.433847936485	3380.8710800412186	2965.9443441889894	3555.4405367993345	3190.3677012362946	2752.8481027829207	2528.2239848090703	2668.1480091978638	2311.4083359084	2839.973688279452	3025.0772050408978	2592.953149529414
ENSDARG00000055644	7.145271799565328e-4	0.026639204021502567	0.520874698040493	6	39098397	39105480	1	protein_coding	prss60.2	serine protease 60.2 [Source:ZFIN;Acc:ZDB-GENE-050320-109]	109	230	133	119	131	167	69	118	128	119	118	152	129.29548400731582	194.20588122114893	138.36218792603842	170.3290756357169	125.62012890350303	168.33600628515114	87.39852452496285	122.45875732607854	92.02496640630645	134.37648863031998	87.40428751097599	123.93989897121727
ENSDARG00000045014	7.212807461628789e-4	0.02685067605281002	-0.15481931965924625	11	3336524	3343463	-1	protein_coding	tuba2	tubulin, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1970]	2930	4350	3582	2371	4145	3752	3221	4029	5524	3504	5514	5227	3475.557505884728	3673.024275269556	3726.4162191809746	3393.699481783906	3974.774307671909	3782.0161412089046	4079.864456447903	4181.240112430258	3971.4524564721623	3956.7665223583294	4084.2986553857763	4262.064815279952
ENSDARG00000042908	7.259252854536128e-4	0.026928142198969118	0.866256093413046	22	15570965	15578402	-1	protein_coding	hsh2d	hematopoietic SH2 domain containing [Source:NCBI gene;Acc:548337]	32	58	39	37	39	25	17	21	31	27	14	34	37.958307231505565	48.97365700359408	40.57237089560525	52.95946049177753	37.39835898653907	25.20000094089089	21.53296981049809	21.79350765972584	22.28729655152734	30.488783134610415	10.370000213166643	27.723398454088077
ENSDARG00000056322	7.265062425080423e-4	0.026928142198969118	0.39723442600215414	13	22476742	22552687	1	protein_coding	ldb3a	LIM domain binding 3a [Source:ZFIN;Acc:ZDB-GENE-040121-6]	2509	3079	3314	1950	2828	2254	2114	2133	2922	1551	2347	2792	2976.168526370233	2599.8256881735542	3447.611208923995	2791.10670159368	2711.860492664936	2272.032084830723	2677.688128199586	2213.5977065807247	2100.757436243964	1751.4112089548428	1738.4564643072938	2276.5802495239386
ENSDARG00000008982	7.266151942532948e-4	0.026928142198969118	-0.23338982147559445	9	33097289	33107237	-1	protein_coding	casq2	calsequestrin 2 [Source:ZFIN;Acc:ZDB-GENE-010724-12]	1257	1689	1525	970	1543	1433	1490	1793	2594	1449	1999	2015	1491.0497559375779	1426.146666880524	1586.4837337384106	1388.3966669466	1479.6325106725587	1444.464053931866	1887.3014716260093	1860.750439708973	1864.943459827804	1636.2313615574255	1480.6878875800085	1643.019055440808
ENSDARG00000057714	7.383448447716495e-4	0.027322060351237045	0.330117917538354	4	2228754	2250264	1	protein_coding	cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:NCBI gene;Acc:431739]	521	803	508	548	714	587	451	494	753	487	604	576	618.0086896129499	678.0318374807938	528.4811388453197	784.3725499863266	684.6776491381769	591.6960220921181	571.2570226196847	512.6663230430746	541.3656226870996	549.9273106131583	447.3914377680466	469.66698557513917
ENSDARG00000042090	7.456348940978871e-4	0.02755076550662282	-2.588151413930805	5	1911814	1923875	1	protein_coding	si:ch73-55i23.1	si:ch73-55i23.1 [Source:NCBI gene;Acc:100148818]	1	6	1	1	1	0	17	18	12	4	9	2	1.186197100984549	5.066240379682146	1.0403172024514167	1.4313367700480413	0.9589322817061301	0	21.53296981049809	18.68014942262215	8.627340600591229	4.516856760683025	6.666428708464271	1.630788144358122
ENSDARG00000025011	7.49579407060074e-4	0.027643521281901024	-0.18599614447629	10	26515946	26569350	1	protein_coding	synj1	synaptojanin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9180]	1181	1504	1350	965	1564	1416	1380	1459	2207	1356	2217	1861	1400.898776262752	1269.9375885069912	1404.4282233094127	1381.2399830963598	1499.7700885883874	1427.32805329206	1747.9704904992568	1514.1298893114288	1586.711725458737	1531.2144418715452	1642.163605185032	1517.4483683252327
ENSDARG00000075229	7.503718624245385e-4	0.027643521281901024	1.2240107336672499	10	4924388	4934610	1	protein_coding	slc46a2	solute carrier family 46 member 2 [Source:ZFIN;Acc:ZDB-GENE-170126-3]	22	23	7	10	22	15	3	11	11	6	9	9	26.096336221660074	19.420588122114893	7.282220417159917	14.313367700480411	21.09651019753486	15.120000564534534	3.799935848911428	11.415646869380202	7.90839555054196	6.775285141024537	6.666428708464271	7.3385466496115495
ENSDARG00000034677	7.541472076466225e-4	0.027656185519415483	0.35825193428431523	9	17306162	17334658	1	protein_coding	scel	sciellin [Source:ZFIN;Acc:ZDB-GENE-030616-15]	1889	2053	1671	1867	1910	1751	1185	1411	2056	1478	2156	1997	2240.7263237598127	1733.4985832479076	1738.3700452963174	2672.305749679693	1831.5606580587084	1765.008065899998	1500.974660320014	1464.3161575177696	1478.1510229012972	1668.9785730723775	1596.980032827663	1628.3419621415849
ENSDARG00000097909	7.544652411386899e-4	0.027656185519415483	1.6288921617598031	6	39290777	39306721	1	protein_coding	si:dkey-195m11.11	si:dkey-195m11.11 [Source:ZFIN;Acc:ZDB-GENE-131127-648]	19	24	6	7	9	13	3	1	5	5	4	11	22.537744918706426	20.264961518728583	6.2419032147085005	10.019357390336289	8.63039053535517	13.104000489263262	3.799935848911428	1.0377860790345639	3.5947252502463454	5.6460709508537805	2.962857203761898	8.969334793969672
ENSDARG00000096250	7.553991207262037e-4	0.027656185519415483	-3.175128031801737	3	29687567	29697798	1	antisense	CT573429.2	NA	1	3	0	0	1	0	7	12	5	1	23	3	1.186197100984549	2.533120189841073	0	0	0.9589322817061301	0	8.866516980793332	12.453432948414767	3.5947252502463454	1.1292141901707562	17.036428921630915	2.446182216537183
ENSDARG00000068152	7.564019539262999e-4	0.027656185519415483	0.4586731334622048	18	26649860	26715655	-1	protein_coding	malt3	MALT paracaspase 3 [Source:ZFIN;Acc:ZDB-GENE-050419-182]	83	131	88	84	93	91	68	68	114	47	96	89	98.45435938171755	110.61291495639351	91.54791381572467	120.23228868403545	89.18070219867009	91.72800342484284	86.13187924199237	70.56945337435035	81.95973570561668	53.07306693802554	71.10857289028556	72.57007242393644
ENSDARG00000061256	7.566396795714304e-4	0.027656185519415483	-0.25317495372734833	22	26822332	26834043	-1	protein_coding	si:dkey-44g23.5	si:dkey-44g23.5 [Source:ZFIN;Acc:ZDB-GENE-041008-233]	261	434	349	227	375	369	314	406	589	338	546	578	309.59744335696723	366.45805413034185	363.07070365554443	324.9134468009054	359.59960563979877	371.9520138875495	397.7266188527295	421.3411480880329	423.4586344790195	381.6743962777156	404.43000831349906	471.2977737194973
ENSDARG00000063519	7.57664979604192e-4	0.027656185519415483	-0.4335590945254111	10	36731039	36738642	-1	protein_coding	PLEKHB1	si:ch211-176g13.7 [Source:ZFIN;Acc:ZDB-GENE-030131-7664]	278	289	277	261	330	243	314	417	416	357	551	588	329.7627940737046	244.0239116213567	288.16786507904243	373.57889698253877	316.4476529630229	244.94400914545946	397.7266188527295	432.75679495741315	299.08114082049593	403.1294658909599	408.13357981820144	479.4517144412879
ENSDARG00000102583	7.586048600321794e-4	0.027656185519415483	0.41325978377188144	3	44048907	44060037	-1	protein_coding	il4r.1	interleukin 4 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050227-5]	95	119	84	81	103	90	62	83	101	67	99	84	112.68872459353213	100.48043419702923	87.38664500591901	115.93827837389134	98.77002501573139	90.7200033872072	78.53200754416952	86.1362445598688	72.61345005497618	75.65735074144067	73.33071579310698	68.49310206304112
ENSDARG00000020467	7.596261991236955e-4	0.027656185519415483	0.14126709749411384	22	15695746	15704710	-1	protein_coding	safb	scaffold attachment factor B [Source:ZFIN;Acc:ZDB-GENE-030131-698]	1820	2787	2178	1520	2305	2228	1629	2055	2651	1816	2653	2529	2158.8787237918787	2353.2686563623565	2265.810866939186	2175.6318904730224	2210.3389093326296	2245.824083852196	2063.3651659589054	2132.650392416029	1905.9233276806124	2050.652969350093	1965.115040395079	2062.1316085408453
ENSDARG00000024877	7.622177639256248e-4	0.027709907874485015	0.670258569514102	7	24375070	24390879	-1	protein_coding	ptgr1	prostaglandin reductase 1 [Source:ZFIN;Acc:ZDB-GENE-041212-80]	1117	1122	1393	1146	962	1564	729	887	538	832	1196	1085	1324.982161799741	947.3869510005612	1449.1618630148234	1640.3119384750553	922.4928550012971	1576.5120588621342	923.384411285477	920.5162521036582	386.79243692650675	939.5062062220691	885.8943039248076	884.7025683142813
ENSDARG00000071626	7.66852238482179e-4	0.027837633160106002	-0.3658680433895895	24	17021513	17023392	-1	protein_coding	ptgdsb.2	prostaglandin D2 synthase b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030911-3]	692	1170	869	677	1021	1065	851	1212	1281	1199	2009	1585	820.8483938813077	987.9168740380184	904.0356489302811	969.0149933225239	979.0698596219588	1073.520040081952	1077.915135807875	1257.7967277898915	920.9686091131138	1353.9278140147367	1488.0950305894132	1292.3996044038117
ENSDARG00000052680	7.690959150472164e-4	0.027878323460762605	0.4650154249774187	22	8753092	8770357	1	protein_coding	si:dkey-182g1.2	si:dkey-182g1.2 [Source:ZFIN;Acc:ZDB-GENE-060503-619]	125	155	140	113	133	107	64	111	135	77	167	105	148.2746376230686	130.8778764751221	145.64440834319834	161.74105501542866	127.5379934669153	107.85600402701301	81.06529811011046	115.19425477283659	97.05758175665133	86.94949264314822	123.69928825705924	85.6163775788014
ENSDARG00000042717	7.708894348169292e-4	0.02790260155467107	0.20782109010474456	8	28358161	28365547	1	protein_coding	adipor1b	adiponectin receptor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2896]	330	464	372	286	417	400	249	342	488	310	480	405	391.4450433249011	391.7892560287526	386.997999311927	409.36231623373976	399.8747614714562	403.20001505425427	315.3946754596485	354.92283902982086	350.84518442404334	350.0563989529344	355.54286445142776	330.2345992325197
ENSDARG00000103032	7.726957291635308e-4	0.02792727067704581	0.26945738129449376	18	50707179	50709715	1	protein_coding	rap2b	RAP2B, member of RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040426-2818]	360	630	489	351	524	517	304	393	636	316	560	559	427.03095635443754	531.9552398666253	508.71511199874277	502.39920628686247	502.4805156140121	521.1360194576235	385.0601660230247	407.84992906058363	457.2490518313351	356.8316840939589	414.80000852666575	455.80528634809514
ENSDARG00000010051	7.761238424092557e-4	0.028010399719508458	0.21529100689574482	8	4745340	4776395	1	protein_coding	ufd1l	ubiquitin recognition factor in ER associated degradation 1 [Source:ZFIN;Acc:ZDB-GENE-040718-150]	527	758	592	496	609	589	394	538	800	459	751	643	625.1258722188572	640.0350346331777	615.8677838512388	709.9430379438285	583.9897595590332	593.7120221673894	499.05824149036755	558.3289105205954	575.1560400394153	518.3093132883771	556.2764400062964	524.2983884111362
ENSDARG00000103755	7.811709779973326e-4	0.02815163335801708	0.847002890389891	4	39749453	39786864	1	protein_coding	si:dkeyp-4c4.1	si:dkeyp-4c4.1 [Source:ZFIN;Acc:ZDB-GENE-081104-4]	53	46	48	29	57	75	21	29	42	25	65	19	62.86844635218109	38.841176244229786	49.935225717668004	41.5087663313932	54.65914005724941	75.60000282267266	26.599550942379995	30.09579629200235	30.1956921020693	28.2303547542689	48.146429561130844	15.49248737140216
ENSDARG00000013794	7.847799766068295e-4	0.028240705534996486	-0.6745153066072893	17	32365941	32370047	-1	protein_coding	klf11b	Kruppel-like factor 11b [Source:ZFIN;Acc:ZDB-GENE-061103-82]	149	191	136	128	307	220	332	179	503	300	333	406	176.74336804669778	161.27531875321498	141.4831395333927	183.21110656614928	294.3922104837819	221.76000827983984	420.52623394619803	185.76370814718695	361.62936017478233	338.7642570512268	246.65786221317802	331.0499933046988
ENSDARG00000002391	7.90883008799336e-4	0.028419139086089017	0.4382666350276	21	26080215	26089964	-1	protein_coding	tlcd1	TLC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041010-173]	145	184	156	117	191	158	93	125	116	108	177	189	171.99857964275958	155.36470497691914	162.289483582421	167.46640209562082	183.15606580587084	159.26400594643042	117.79801131625428	129.7232598793205	83.39762580571521	121.95513253844166	131.106431266464	154.10947964184254
ENSDARG00000015552	8.032158942889421e-4	0.028820593432361895	0.21064306296399882	19	15142527	15229421	-1	protein_coding	phactr4a	phosphatase and actin regulator 4a [Source:NCBI gene;Acc:569383]	561	821	654	507	728	602	474	551	854	466	840	703	665.4565736523318	693.2305586198403	680.3674504032266	725.6877424143569	698.1027010820627	606.8160226566526	600.3898641280057	571.8201295480447	613.9790727420758	526.2138126195723	622.2000127899986	573.22203274188
ENSDARG00000011088	8.064956929976006e-4	0.028896519562958762	-0.20541437013797634	7	48999723	49056247	1	protein_coding	si:ch211-288d18.1	si:ch211-288d18.1 [Source:ZFIN;Acc:ZDB-GENE-060503-323]	440	606	444	323	532	467	471	558	720	493	777	703	521.9267244332015	511.6902783478967	461.900837888429	462.3217767255173	510.1519738676612	470.7360175758418	596.5899282790942	579.0846321012866	517.6404360354737	556.7025957541828	575.5350118307487	573.22203274188
ENSDARG00000099137	8.105028085709481e-4	0.028998248900312166	-0.21271600377018532	18	49001425	49116382	-1	protein_coding	BX663503.3	latent-transforming growth factor beta-binding protein 4 [Source:NCBI gene;Acc:100333499]	641	1009	769	569	935	863	727	911	1254	963	1262	1235	760.3523417310957	851.9727571832142	800.0039286851395	814.4306221573354	896.6016833952316	869.9040324795535	920.8511207195361	945.4231180004878	901.5570927617835	1087.4332651344382	934.7814477868789	1007.0116791411403
ENSDARG00000002192	8.155679709317176e-4	0.029114657375563853	-0.4810713245295388	22	10479965	10487490	-1	protein_coding	aspn	asporin (LRR class 1) [Source:ZFIN;Acc:ZDB-GENE-041105-7]	179	376	171	174	310	326	343	316	531	316	431	485	212.32928107623422	317.4843971267478	177.89424161919226	249.05259798835917	297.26900732890033	328.6080122692172	434.45933205887326	327.94040097492217	381.75982157616187	356.8316840939589	319.2478637053445	395.4661250068446
ENSDARG00000017874	8.161015518885397e-4	0.029114657375563853	0.2881032031182162	7	20779026	20796935	-1	protein_coding	dnajc3b	DnaJ (Hsp40) homolog, subfamily C, member 3b [Source:ZFIN;Acc:ZDB-GENE-000831-4]	290	413	361	224	383	389	239	281	456	276	326	356	343.99715928551916	348.7262128014544	375.55451008496146	320.61943649076125	367.27106389344783	392.11201464026226	302.7282226299438	291.61788820871243	327.8389428224667	311.6631164871287	241.4728621065947	290.28028969574575
ENSDARG00000087910	8.290907581804456e-4	0.029535614814376564	-0.4544467437127763	10	406146	417188	1	protein_coding	dact3a	dishevelled-binding antagonist of beta-catenin 3a [Source:ZFIN;Acc:ZDB-GENE-091204-226]	62	100	81	62	80	82	92	104	197	104	137	106	73.54422026104203	84.4373396613691	84.26569339856475	88.74287974297856	76.7145825364904	82.65600308612211	116.53136603328379	107.92975221959465	141.632174859706	117.43827577775863	101.477859228845	86.43177165098047
ENSDARG00000078285	8.35299243149254e-4	0.029714155024922605	0.8265087866329583	13	23093743	23131912	1	protein_coding	pik3ap1	phosphoinositide-3-kinase adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-090313-250]	79	87	63	33	47	40	23	44	55	33	27	43	93.70957097777935	73.46048550539112	65.53998375443925	47.23411341158536	45.069817240188115	40.320001505425424	29.132841508320947	45.66258747752081	39.5419777527098	37.264068275634955	19.99928612539281	35.06194510369962
ENSDARG00000054696	8.430119728103755e-4	0.029921177112613037	0.2323075800301325	19	42456922	42462491	-1	protein_coding	psmb4	proteasome 20S subunit beta 4 [Source:ZFIN;Acc:ZDB-GENE-050417-333]	1149	1991	1351	1050	1415	1474	995	1235	1869	1116	1468	1544	1362.9404690312465	1681.1474326578586	1405.468540511864	1502.9036085504433	1356.889178614174	1485.7920554749269	1260.3120565556237	1281.6658076076865	1343.7082985420839	1260.2030362305638	1087.3685937806165	1258.9684474444703
ENSDARG00000091702	8.435289560543346e-4	0.029921177112613037	0.9181513419420544	11	2434262	2446346	1	protein_coding	csnk2a4	casein kinase 2, alpha 4 polypeptide [Source:ZFIN;Acc:ZDB-GENE-141210-9]	44	57	35	23	30	37	15	37	20	23	20	18	52.19267244332015	48.12928360698039	36.411102085799584	32.92074571110495	28.7679684511839	37.29600139251852	18.99967924455714	38.39808492427886	14.378901000985381	25.971926373927392	14.81428601880949	14.677093299223099
ENSDARG00000013539	8.504896439172577e-4	0.030118287360585222	0.5809822569236195	13	15957508	15994472	-1	protein_coding	ikzf1	IKAROS family zinc finger 1 (Ikaros) [Source:ZFIN;Acc:ZDB-GENE-980526-304]	60	87	59	51	57	56	43	38	44	49	50	57	71.17182605907293	73.46048550539112	61.378714944633586	72.9981752724501	54.65914005724941	56.44800210759559	54.46574716773047	39.43587100331343	31.63358220216784	55.33149531836705	37.03571504702373	46.47746211420648
ENSDARG00000056803	8.515117892521476e-4	0.030118287360585222	0.23973789680980695	7	26245061	26263206	-1	protein_coding	ap1s1	adaptor related protein complex 1 subunit sigma 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1119]	472	748	621	433	699	687	416	538	683	524	675	707	559.8850316647071	631.5913006670409	646.0369827223298	619.7688214308018	670.2936649125849	692.4960258556816	526.924437715718	558.3289105205954	491.0394691836508	591.7082356494763	499.9821531348203	576.4836090305962
ENSDARG00000053204	8.602023138603331e-4	0.030382394670202092	0.5136044177721193	25	5992789	6011047	-1	protein_coding	snx22	sorting nexin 22 [Source:ZFIN;Acc:ZDB-GENE-060825-154]	70	86	74	58	73	71	41	50	84	28	79	74	83.03379706891842	72.61611210877743	76.98347298140484	83.0175326627864	70.00205656454749	71.56800267213012	51.93245660178952	51.889303951728195	60.3913842041386	31.61799732478117	58.516429774297485	60.33916134125052
ENSDARG00000103980	8.641845978809899e-4	0.030479692564467302	0.4113540293808081	10	187760	196815	1	protein_coding	ets2	v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:ZFIN;Acc:ZDB-GENE-050522-552]	600	684	608	593	619	557	324	458	612	406	712	773	711.7182605907293	577.5514032837646	632.5128590904613	848.7827046384884	593.5790823760944	561.456020963049	410.39307168243425	475.30602419783025	439.9943706301527	458.46096120932697	527.3885822696178	630.2996177944142
ENSDARG00000040838	8.668066240437403e-4	0.03052880634752634	0.33117538093475835	9	34938316	34945582	-1	protein_coding	dcun1d2a	DCN1, defective in cullin neddylation 1, domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-020416-2]	382	626	578	429	504	448	329	393	681	329	535	492	453.12729257609766	528.5777462801706	601.3033430169189	614.0434743506097	483.30186997988955	451.58401686076473	416.7262980972866	407.84992906058363	489.6015790835522	371.5114685661788	396.28215100315384	401.17388351209803
ENSDARG00000062055	8.718167314926965e-4	0.030661769749240304	-0.27703750768971697	1	18863060	18933671	1	protein_coding	rnf38	ring finger protein 38 [Source:ZFIN;Acc:ZDB-GENE-030131-8693]	607	655	609	374	696	640	538	713	1145	644	1124	906	720.0216402976212	553.0645747819676	633.5531762929128	535.3199519979675	667.4168680674666	645.1200240868068	681.4551622381161	739.941474351644	823.1920823064131	727.2139384699669	832.5628742570933	738.7470293942293
ENSDARG00000070941	8.738327399361307e-4	0.030689203582198194	-2.800920100025501	11	2391469	2397974	1	protein_coding	igfbp6a	insulin-like growth factor binding protein 6a [Source:ZFIN;Acc:ZDB-GENE-090521-1]	0	1	1	2	1	0	9	2	15	4	7	4	0	0.8443733966136909	1.0403172024514167	2.8626735400960825	0.9589322817061301	0	11.399807546734284	2.0755721580691278	10.784175750739037	4.516856760683025	5.185000106583321	3.261576288716244
ENSDARG00000077295	8.88821962162082e-4	0.03117153858825494	-0.19349930419614966	17	8988374	9267175	1	protein_coding	akap6	A kinase (PRKA) anchor protein 6 [Source:ZFIN;Acc:ZDB-GENE-120207-2]	594	781	671	437	680	713	611	753	1168	635	1057	911	704.6010779848219	659.4556227552927	698.0528428449006	625.494168510994	652.0739515601684	718.7040268342082	773.9202678949608	781.4529175130266	839.7278184575463	717.0510107584302	782.9350160940816	742.8239997551246
ENSDARG00000005799	8.953891557106023e-4	0.03135756380295381	0.2595782276845837	1	23297623	23308308	-1	protein_coding	smim14	small integral membrane protein 14 [Source:ZFIN;Acc:ZDB-GENE-040426-22]	233	301	298	184	308	271	185	229	327	186	316	299	276.38392452939985	254.15639238072097	310.0145263305222	263.3659656888396	295.3511427654881	273.16801019925725	234.32937734953808	237.65301209891513	235.095031366111	210.03383937176065	234.06571909718994	243.80282758153925
ENSDARG00000070045	9.012653783130282e-4	0.03151890048382041	-0.20111843417295777	21	12079878	12272543	-1	protein_coding	celf4	CUGBP, Elav-like family member 4 [Source:NCBI gene;Acc:436835]	419	592	466	342	566	442	417	566	809	511	757	694	497.01658531252593	499.86905079530504	484.7878163423602	489.5171753564301	542.7556714456696	445.53601663495095	528.1910829986886	587.3869207335632	581.6265454898587	577.0284511772563	560.7207258119392	565.8834860922684
ENSDARG00000092463	9.036189649211807e-4	0.03155676357101676	0.48462491269560837	10	35314564	35321625	-1	protein_coding	rhbdd2	rhomboid domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-091204-359]	56	73	60	42	63	66	29	44	66	41	57	61	66.42703765513473	61.63925795279944	62.419032147085005	60.116144342017726	60.41273374748619	66.52800248395195	36.732713206143806	45.66258747752081	47.45037330325176	46.297781797001	42.220715153607046	49.73903840292272
ENSDARG00000101696	9.10390915798988e-4	0.03174860454956303	-0.6382658320196599	9	51891	59189	1	protein_coding	zgc:158316	zgc:158316 [Source:ZFIN;Acc:ZDB-GENE-061215-98]	78	134	135	95	193	184	218	138	270	225	262	330	92.5233738767948	113.14603514623458	140.44282233094125	135.9769931545639	185.0739303692831	185.47200692495696	276.1286716875638	143.2144789067698	194.11516351330266	254.07319278842013	194.0671468464043	269.0800438190901
ENSDARG00000103483	9.141685134157779e-4	0.03183562999735451	0.4443992832906307	3	43825785	43831030	1	protein_coding	litaf	lipopolysaccharide-induced TNF factor [Source:NCBI gene;Acc:431731]	324	540	310	393	353	312	214	282	421	281	386	336	384.3278607189938	455.9616341713931	322.4983327599392	562.5153506288801	338.5030954422639	314.49601174231833	271.0620905556819	292.655674287747	302.6758660707423	317.3091874379825	285.91572016302314	273.9724082521645
ENSDARG00000002190	9.198936482974678e-4	0.03199013905773967	0.23326765430128926	1	33558555	33569245	1	protein_coding	chmp2bb	charged multivesicular body protein 2Bb [Source:NCBI gene;Acc:405840]	813	1241	1030	807	1164	992	653	845	1205	736	1320	1245	964.3782431004381	1047.8673851975905	1071.5267185249593	1155.0887734287692	1116.1971759059354	999.9360373345505	827.1193697797208	876.9292367842065	866.3287853093692	831.1016439656765	977.7428772414264	1015.165619862931
ENSDARG00000005821	9.291213642718215e-4	0.032265851013803255	0.9544296050144376	7	41329748	41338923	-1	protein_coding	ncf2	neutrophil cytosolic factor 2 [Source:ZFIN;Acc:ZDB-GENE-070209-29]	63	35	20	27	44	39	15	16	23	22	37	26	74.73041736202657	29.553068881479184	20.806344049028336	38.646092791297114	42.19302039506972	39.31200146778979	18.99967924455714	16.604577264553022	16.53573615113319	24.842712183756635	27.406429134797555	21.200245876655586
ENSDARG00000034076	9.384998938979916e-4	0.032546022856825604	-0.2527100752201742	20	1278184	1287799	1	protein_coding	lrp11	low density lipoprotein receptor-related protein 11 [Source:ZFIN;Acc:ZDB-GENE-030131-7847]	211	280	228	152	269	237	212	295	382	235	412	360	250.28758830773978	236.42455105183348	237.19232215892302	217.56318904730227	257.95278377894897	238.89600891964562	268.5287999897409	306.14689331519634	274.6370091188208	265.36533469012767	305.1742919874755	293.541865984462
ENSDARG00000024116	9.447546896067987e-4	0.03271723701943768	0.24094930756463795	5	28271412	28279364	1	protein_coding	vamp8	vesicle-associated membrane protein 8 (endobrevin) [Source:ZFIN;Acc:ZDB-GENE-030131-5215]	407	562	439	320	460	377	316	384	485	326	519	468	482.78222010071136	474.53784889689433	456.69925187617196	458.02776641537315	441.10884958481984	380.01601418863464	400.2599094186704	398.50985434927253	348.6883492738955	368.1238259956665	384.4307221881063	381.6044257798006
ENSDARG00000079766	9.538156604794907e-4	0.032985017896526116	0.9197508941117487	16	48678655	48708045	1	protein_coding	tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:ZFIN;Acc:ZDB-GENE-050517-43]	26	92	29	41	47	64	25	18	24	34	41	34	30.84112462559827	77.68235248845957	30.169198871091087	58.684807571969685	45.069817240188115	64.51200240868067	31.6661320742619	18.68014942262215	17.254681201182457	38.39328246580571	30.369286338559455	27.723398454088077
ENSDARG00000101986	9.597198855665543e-4	0.03314303860725666	0.3218464875370576	22	1170294	1182165	1	protein_coding	irf6	interferon regulatory factor 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1137]	241	370	241	191	238	245	170	204	286	192	254	297	285.87350133727625	312.41815674706567	250.71644579079143	273.38532307917586	228.22588304605895	246.9600092207307	215.32969810498093	211.70836012305102	205.61828431409097	216.8091245127852	188.14143243888051	242.17203943718113
ENSDARG00000075942	9.635757984901114e-4	0.033229982050707596	-0.40789846920401446	18	26460444	26675699	-1	protein_coding	FRMD5	si:ch211-69m14.1 [Source:ZFIN;Acc:ZDB-GENE-050419-226]	112	157	192	90	159	145	175	183	278	163	303	205	132.85407531026945	132.56662326834947	199.74090287067202	128.8203093043237	152.47023279127467	146.16000545716716	221.6629245198333	189.9148524633252	199.8667239136968	184.06191299783325	224.4364331849638	167.1557847967075
