Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000061741	3.2133865678764614e-4	0.017867415883444666	0.2969570698598925	8	21254192	21353035	1	protein_coding	itpr3	inositol 1,4,5-trisphosphate receptor, type 3 [Source:ZFIN;Acc:ZDB-GENE-070605-1]	684	534	488	829	590	429	381	444	807	472	761	570	711.6019082357484	603.7687202739914	662.1259139466363	620.8498758725182	584.88455501672	564.3615216200401	476.69670619504393	454.5091166834041	573.0988937964104	525.9657130566251	555.943755258755	458.7157604527165
ENSDARG00000040135	3.263305206811087e-4	0.018105274292931097	0.5123527666309796	17	50228998	50234004	-1	protein_coding	fosaa	v-fos FBJ murine osteosarcoma viral oncogene homolog Aa [Source:ZFIN;Acc:ZDB-GENE-131121-552]	76	91	60	147	108	71	47	58	97	73	105	73	79.06687869286094	102.88942611410715	81.4089238458979	110.09038812214737	107.06361346068773	93.40248959212784	58.80510548862746	59.37281253972396	68.88549281072095	81.34639206172379	76.70708843911864	58.747807917628606
ENSDARG00000045408	3.3478381735501365e-4	0.01853371984505758	-0.2738566261797919	15	543744	551181	-1	protein_coding	tagln	transgelin [Source:ZFIN;Acc:ZDB-GENE-070912-1]	738	713	627	958	781	587	878	876	1255	935	1124	1149	767.7810062543601	806.1556133995429	850.723254189633	717.4598083062393	774.2285380814549	772.2149491630851	1098.5294174258493	896.7342031861757	891.2504482211834	1041.9024188727635	821.1311181482795	924.6744013336338
ENSDARG00000021115	3.3793153772207534e-4	0.018667220346281526	-0.6248069410228669	8	15287424	15305528	-1	protein_coding	spata6	spermatogenesis associated 6 [Source:ZFIN;Acc:ZDB-GENE-050417-351]	41	46	30	59	44	30	58	64	124	42	98	73	42.65450034746445	52.010039574164054	40.70446192294895	44.185938089841464	43.61850918768759	39.465840672730074	72.5680025178807	65.51482763004023	88.05980524257112	46.802033788936974	71.5932825431774	58.747807917628606
ENSDARG00000067797	3.6086591216078693e-4	0.019890772180079896	0.5651690245894794	25	35553542	35572245	1	protein_coding	spi1a	Spi-1 proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-060825-351]	109	94	54	136	71	74	56	70	81	52	71	92	113.39854970423477	106.28138521677002	73.26803146130811	101.85233186810915	70.38441255285953	97.34907365940084	70.06565760347102	71.65684272035651	57.522937295550484	57.9453751672553	51.8686026588326	74.03833326605249
ENSDARG00000042533	3.629966146314609e-4	0.01996481380473035	-0.36870226334268186	8	25295160	25297928	1	protein_coding	gstm.1	glutathione S-transferase mu, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030911-2]	484	503	416	718	615	494	702	660	802	705	955	1032	503.5311748334828	568.7184762131417	564.4352053315588	537.7203991272232	609.6677988733608	649.8708430776219	878.3230649577974	675.6216599347899	569.5480951979196	785.6055671714421	697.6692329462695	830.5169557670235
ENSDARG00000042535	3.6703164042636215e-4	0.020143045980542017	-0.2776073540365517	20	29476852	29483514	-1	protein_coding	actc1a	actin alpha cardiac muscle 1a [Source:ZFIN;Acc:ZDB-GENE-040520-4]	3631	2799	2799	4419	3219	2291	3143	4188	6680	3377	5096	5090	3777.524164918132	3164.6978427844606	3797.726297411137	3309.4518715086347	3191.090478981054	3013.8746993741534	3932.435032994811	4287.126533040758	4743.866927583669	3763.106383458099	3722.8506922452243	4096.251264393556
ENSDARG00000094004	3.6850092068741917e-4	0.020180001822957913	0.5942521813508654	9	1372946	1376460	1	processed_transcript	FP102120.1	NA	54	62	42	92	63	48	32	53	64	40	41	48	56.17909801861172	70.10048812169937	56.98624669212853	68.90010685195618	62.45377451873451	63.145345076368116	40.03751863055487	54.254466631127066	45.45022206068187	44.57336551327331	29.952291676227276	38.62869561707086
ENSDARG00000002084	3.728310824618106e-4	0.02037312951685174	0.2872061878897661	23	20180159	20258490	-1	protein_coding	lamb2	laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]	1568	1769	1248	2298	2017	1290	1338	1253	2275	1259	1846	1842	1631.2745498737625	2000.125217536874	1693.3056159946764	1721.0048428890793	1999.51211435377	1697.0311489273931	1674.0687477400754	1282.6574846943815	1615.6133623133007	1402.9466795302774	1348.5836691296477	1482.3761943050945
ENSDARG00000052429	3.8233537751530144e-4	0.020847555907312833	0.3244957254191059	3	57766627	57779801	-1	protein_coding	syngr2a	synaptogyrin 2a [Source:ZFIN;Acc:ZDB-GENE-070112-1292]	234	249	214	303	235	188	178	202	292	159	284	235	243.44275808065078	281.53260552101847	290.3584950503692	226.92100408850786	232.96249225242238	247.31926821577514	222.70869738246145	206.78117470731448	207.366638151861	177.1791279152614	207.4744106353304	189.11965562524276
ENSDARG00000003091	3.869649754965886e-4	0.0210185881285127	0.303016528607615	5	26212621	26220871	1	protein_coding	oclnb	occludin b [Source:ZFIN;Acc:ZDB-GENE-041212-43]	505	543	400	662	463	420	363	365	624	420	625	480	525.3786018407206	613.94459758198	542.7261589726527	495.7812036521195	458.98567622498535	552.5217694182211	454.1756019653568	373.6392513275732	443.13966509164817	468.0203378893697	456.5898121376109	386.28695617070866
ENSDARG00000054373	3.8712998051727203e-4	0.0210185881285127	-3.227328392228242	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	2	0	2	0	0	0	2	6	14	3	8	15	2.080707334022656	0	2.7136307948632634	0	0	0	2.5023449144096794	6.142015090316272	9.942236075774158	3.343002413495498	5.84434959536142	12.071467380334646
ENSDARG00000078567	3.8810274694953394e-4	0.021026378523302205	-0.27195862721840175	8	13700605	13788311	1	protein_coding	lonrf1l	LON peptidase N-terminal domain and ring finger 1, like [Source:ZFIN;Acc:ZDB-GENE-081104-397]	1719	1827	1371	2637	2112	1555	1821	2193	2824	2390	3700	2969	1788.367953592473	2065.70309352169	1860.193909878767	1974.8867583544397	2093.6884410090047	2045.646074869842	2278.385044570013	2244.9065155105973	2005.4910484275872	2663.25858941808	2703.011687854657	2389.3457768142375
ENSDARG00000068858	3.9117358442785727e-4	0.021120353506783974	0.8266577439946298	10	33544329	33557299	-1	protein_coding	il2rga	interleukin 2 receptor, gamma a [Source:ZFIN;Acc:ZDB-GENE-080402-1]	27	20	26	37	33	20	14	14	24	17	19	20	28.08954900930586	22.613060684419153	35.277200333222424	27.709825581764985	32.7138818907657	26.310560448486715	17.516414400867756	14.331368544071301	17.0438332727557	18.943680343141157	13.880330288983371	16.095289840446192
ENSDARG00000039051	3.9150329908059424e-4	0.021120353506783974	-0.2526962167819426	2	21333529	21352101	-1	protein_coding	hhatla	hedgehog acyltransferase like, a [Source:ZFIN;Acc:ZDB-GENE-040426-1865]	2276	2138	1851	2639	2159	1765	2443	2512	3895	2244	3509	3598	2367.844946117783	2417.3361871644074	2511.4653006459503	1976.384586764265	2140.280939459489	2321.906959578953	3056.6143129514235	2571.456984479079	2766.0721082243103	2500.565805294633	2563.4778412654027	2895.54264229627
ENSDARG00000031426	3.9438858138890676e-4	0.021230833293239344	0.540379366066541	2	23790748	23805139	1	protein_coding	csrnp1a	cysteine-serine-rich nuclear protein 1a [Source:ZFIN;Acc:ZDB-GENE-070912-475]	180	202	126	387	182	123	104	115	178	127	208	215	187.26366006203907	228.39191291263344	170.9587400763856	289.8297973011635	180.42201527634415	161.8099467581933	130.12193554930332	117.72195589772855	126.40843010627144	141.52043550464276	151.9530894793969	173.02436578479657
ENSDARG00000059701	3.994371745303215e-4	0.02145705415300064	0.21405623516498132	3	40206031	40232615	-1	protein_coding	flii	FLII actin remodeling protein [Source:ZFIN;Acc:ZDB-GENE-071212-3]	897	821	564	1184	827	648	591	687	1110	667	997	957	933.1972393091613	928.2661410954063	765.2438841514403	886.7144186164795	819.8297067776737	852.4621585309696	739.4429222080603	703.2607278412131	788.2772888649511	743.2608699338324	728.3520683219169	770.1596188653504
ENSDARG00000042920	4.099916829807865e-4	0.021977461145830532	-1.2130285769453277	22	15315655	15318280	1	protein_coding	sult3st3	sulfotransferase family 3, cytosolic sulfotransferase 3 [Source:ZFIN;Acc:ZDB-GENE-060503-628]	22	25	17	16	25	40	68	23	133	55	59	83	22.887780674249218	28.26632585552394	23.06586175633774	11.982627278601075	24.78324385664068	52.62112089697343	85.0797270899291	23.54439117954571	94.4512427198545	61.288377580750804	43.10207826579047	66.7954528378517
ENSDARG00000025826	4.118683746560938e-4	0.02203148236161447	0.24522258328104612	3	41647637	41706238	1	protein_coding	gna12a	guanine nucleotide binding protein (G protein) alpha 12a [Source:ZFIN;Acc:ZDB-GENE-050221-1]	386	379	261	570	407	296	274	311	515	311	446	416	401.57651546637265	428.51749996974297	354.12881872965585	426.88109680016333	403.47120998611024	389.3962946376034	342.8212532741261	318.36111551472675	365.73225564454935	346.5579168657	325.82248994139917	334.7820286812808
ENSDARG00000005541	4.149936915218451e-4	0.02215192641797133	-0.26854857064408083	4	12931763	12956718	1	protein_coding	wif1	wnt inhibitory factor 1 [Source:NCBI gene;Acc:30476]	409	302	258	555	375	287	365	422	685	451	582	567	425.5046498076332	341.4572163347292	350.058372537361	415.6473837264748	371.7486578496102	377.55654243578437	456.67794687976647	431.98839468557776	486.4594079932356	502.56469616215657	425.1764330625433	456.3014669766496
ENSDARG00000080020	4.211299635821291e-4	0.022432248375262358	0.4130954019011306	7	19153320	19168375	-1	protein_coding	il13ra1	interleukin 13 receptor, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-103]	156	133	107	194	156	118	86	138	129	87	174	150	162.29517205376717	150.37685355138737	145.1792475251846	145.28935575303802	154.64744166543784	155.23230664607163	107.6008313196162	141.26634707727425	91.61060384106189	96.94706999136945	127.11460369911089	120.71467380334644
ENSDARG00000086881	4.2675116784094016e-4	0.02268401647926004	0.47263566716611716	11	31038409	31039533	-1	protein_coding	ier2b	immediate early response 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8244]	172	164	143	179	172	136	84	105	156	103	199	198	178.94083072594842	185.42709761223705	194.02460183272333	134.05564267934952	170.5087177336879	178.91181104970966	105.09848640520653	107.48526408053476	110.78491627291204	114.77641619667877	145.37819618461532	159.3433694204173
ENSDARG00000096655	4.343073053867681e-4	0.023037367631969678	-1.2093824316271162	20	14657141	14661432	1	antisense	BX901920.1	NA	104	141	69	466	367	110	376	404	815	409	605	577	108.19678136917813	159.42207782515504	93.62026242278259	348.9940194892563	363.8180198154852	144.70808246667693	470.4408439090197	413.56234941462895	578.7801715539956	455.7626623732196	441.97893814920735	464.34911189687267
ENSDARG00000053953	4.3629592059229907e-4	0.023094536673523472	1.1221547019028975	3	57991074	57991985	1	protein_coding	myadml2	myeloid-associated differentiation marker-like 2 [Source:ZFIN;Acc:ZDB-GENE-120807-3]	16	30	13	43	28	13	8	5	24	10	16	14	16.64565867218125	33.91959102662873	17.638600166611212	32.20331081124039	27.75723311943756	17.101864291516364	10.009379657638718	5.118345908596893	17.0438332727557	11.143341378318327	11.68869919072284	11.266702888312336
ENSDARG00000102638	4.4606572020207944e-4	0.02352946897716545	1.3115265478216045	4	71221655	71267777	-1	protein_coding	si:rp71-7l19.2	si:rp71-7l19.2 [Source:ZFIN;Acc:ZDB-GENE-081103-31]	26	10	14	14	16	15	3	12	9	5	8	9	27.04919534229453	11.306530342209577	18.995415564042844	10.484798868775941	15.861276068250035	19.732920336365037	3.753517371614519	12.284030180632543	6.391437477283387	5.571670689159164	5.84434959536142	7.242880428200787
ENSDARG00000036943	4.4636854971471433e-4	0.02352946897716545	0.2704222082588225	19	329808	340641	-1	protein_coding	golph3l	golgi phosphoprotein 3-like [Source:ZFIN;Acc:ZDB-GENE-051113-168]	352	269	253	440	327	251	213	288	362	229	374	382	366.2044907879875	304.14566620543764	343.2742955502028	329.52225016152954	324.1648296448601	330.19753362850827	266.4997333846309	294.81672433518105	257.0778185307318	255.1825175634897	273.2233435831464	307.4200359525223
ENSDARG00000075504	4.5073514008388363e-4	0.023697004431077143	1.109451592695796	11	1584747	1607337	1	protein_coding	si:dkey-40c23.2	si:dkey-40c23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5958]	56	51	20	22	28	30	13	20	24	10	29	22	58.25980535263437	57.66330474526884	27.136307948632634	16.47611250807648	27.75723311943756	39.465840672730074	16.265241943662915	20.473383634387574	17.0438332727557	11.143341378318327	21.185767283185147	17.70481882449081
ENSDARG00000021250	4.5141601815067086e-4	0.023697004431077143	0.5007048077555828	14	25590603	25599002	-1	protein_coding	slc25a48	solute carrier family 25 member 48 [Source:NCBI gene;Acc:436640]	215	249	153	393	179	187	152	134	239	145	289	177	223.67603840743553	281.53260552101847	207.59275580703965	294.3232825306389	177.44802601354726	246.0037401933508	190.17821349513562	137.17167035039674	169.72817300785883	161.57844998561575	211.1271291324313	142.4433150879488
ENSDARG00000058647	4.5796211563215177e-4	0.023990969921184314	1.0028450640332844	23	7505943	7545960	1	protein_coding	hck	HCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-090313-72]	82	58	40	79	39	48	48	25	18	28	41	33	85.3090006949289	65.57787598481555	54.27261589726527	59.16422218809281	38.66186041635946	63.145345076368116	60.056277945832306	25.591729542984467	12.782874954566774	31.20135585929132	29.952291676227276	26.55722823673622
ENSDARG00000105230	4.6935824826277423e-4	0.024537275020005446	0.5236917140958924	7	54617060	54624876	1	protein_coding	fgf4	fibroblast growth factor 4 [Source:ZFIN;Acc:ZDB-GENE-001006-1]	84	73	68	99	86	46	37	56	88	54	85	56	87.38970802895156	82.53767149812991	92.26344702535096	74.14250628634416	85.25435886684394	60.514289031519446	46.29338091657907	57.325474176285205	62.494055333437565	60.17404344291897	62.09621445071509	45.066811553249345
ENSDARG00000028096	4.755670717800079e-4	0.024810705977329428	0.3127315615985934	10	15046837	15048781	-1	protein_coding	cldn23a	claudin 23a [Source:ZFIN;Acc:ZDB-GENE-091204-28]	407	369	295	472	359	315	224	344	396	276	424	456	423.4239424736105	417.21096962753336	400.2605422423313	353.4875047187317	355.88738178136015	414.39132706366576	280.2626304138841	352.14219851146623	281.223249000469	307.55622204158584	309.75052855415527	366.9726083621732
ENSDARG00000038123	4.837140745757891e-4	0.02518392271225695	-0.24462490954547708	23	42810055	42823356	1	protein_coding	myl9a	myosin, light chain 9a, regulatory [Source:ZFIN;Acc:ZDB-GENE-041010-120]	524	455	378	569	464	384	464	589	846	524	734	742	545.1453215139359	514.4471305705357	512.8762202291567	426.13218259525075	459.97700597925103	505.16276061094493	580.5440201430456	602.9411480327141	600.7951228646384	583.9110882238804	536.2190753744103	597.1352530805538
ENSDARG00000061651	4.907041017661994e-4	0.02549549692680735	0.36810582487121085	5	26204561	26211846	1	protein_coding	marveld2b	MARVEL domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-050208-54]	158	147	112	217	134	129	101	126	189	88	168	150	164.37587938778984	166.20599603048078	151.96332451234275	162.5143824660271	132.83818707159404	169.7031148927393	126.36841817768881	128.98231689664172	134.22018702295114	98.06140412920128	122.73134150258981	120.71467380334644
ENSDARG00000057903	4.929354250018658e-4	0.025537507437950167	-0.29203770058352063	17	15449401	15498275	-1	protein_coding	si:ch211-266g18.10	si:ch211-266g18.10 [Source:ZFIN;Acc:ZDB-GENE-131127-188]	755	721	599	973	852	663	927	934	1558	786	1369	1052	785.4670185935527	815.2008376733105	812.7324230615474	728.6935213799279	844.6129506343143	872.1950788673346	1159.8368678288864	956.1070157258996	1106.4288432897242	875.8666323358206	1000.1143245062229	846.6122456074697
ENSDARG00000014179	4.935270615103759e-4	0.025537507437950167	0.3099145212717274	23	27553786	27571667	-1	protein_coding	pfkma	phosphofructokinase, muscle a [Source:ZFIN;Acc:ZDB-GENE-040912-135]	1518	1304	1159	2662	1750	1014	1017	1223	2082	1096	1772	1618	1579.256866523196	1474.3715566241287	1572.549045623261	1993.6096134772538	1734.8270699648476	1333.9454147382764	1272.442388977322	1251.9474092428002	1478.552536411557	1221.3102150636887	1294.5234353725546	1302.108948092097
ENSDARG00000055705	4.94757274044634e-4	0.025549023795115464	0.31579729936261935	9	34127005	34147996	1	protein_coding	f5	coagulation factor V [Source:ZFIN;Acc:ZDB-GENE-030131-5531]	876	807	594	1295	963	635	515	781	927	639	1212	786	911.3498123019234	912.4369986163128	805.9483460743892	969.8438953617746	954.650553357799	835.3602942394532	644.3538154604925	799.4856309228347	658.3180601601889	712.0595140745411	885.4189636972551	632.5448907295354
ENSDARG00000026726	5.076890369238982e-4	0.02611234708547963	-0.338374909856844	5	25578181	25583325	-1	protein_coding	anxa1a	annexin A1a [Source:ZFIN;Acc:ZDB-GENE-030131-6664]	1861	1438	1375	2293	2026	1321	1574	1888	3258	2016	4044	2913	1936.0981743080815	1625.879063209737	1865.6211714684935	1717.2602718645167	2008.4340821421606	1737.8125176225476	1969.3454476404177	1932.6874150861868	2313.700366776586	2246.497621868975	2954.3187204551978	2344.278965260988
ENSDARG00000062084	5.07725778471365e-4	0.02611234708547963	0.5195898647191922	19	9612163	9662958	-1	protein_coding	clcn1a	chloride channel, voltage-sensitive 1a [Source:ZFIN;Acc:ZDB-GENE-060503-333]	73	75	61	97	73	48	39	58	63	46	63	81	75.94581769182695	84.79897756657182	82.76573924332953	72.64467787651901	72.36707206139079	63.145345076368116	48.795725830988744	59.37281253972396	44.74006234098371	51.259370340264304	46.02425306347118	65.18592385380708
ENSDARG00000073952	5.09507198491544e-4	0.026150921088569024	0.29417478009936926	16	42693247	42770064	-1	protein_coding	slc4a7	solute carrier family 4 member 7 [Source:ZFIN;Acc:ZDB-GENE-140106-104]	219	234	177	312	228	194	139	203	293	159	283	245	227.83745307548085	264.5728100077041	240.1563253453988	233.66123193272097	226.023183972563	255.21243635032116	173.9129715514727	207.80484388903386	208.07679787155917	177.1791279152614	206.74386693591023	197.16730054546588
ENSDARG00000077112	5.174252041136738e-4	0.026503668788489292	0.30580647959151075	8	8845932	8848166	1	protein_coding	si:ch211-180f4.1	si:ch211-180f4.1 [Source:ZFIN;Acc:ZDB-GENE-080327-27]	213	219	167	298	279	207	147	207	275	179	280	235	221.5953310734129	247.61301449438974	226.5881713710825	223.17643306394504	276.58100144010996	272.3143006418375	183.92235120911144	211.89952061591137	195.2939229169924	199.46581067189805	204.5522358376497	189.11965562524276
ENSDARG00000042630	5.250601598906775e-4	0.02684052490731477	-0.3129940073183482	20	30894093	30901034	-1	protein_coding	hebp2	heme binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-914]	436	398	401	502	386	311	450	512	699	528	707	688	453.59419881693907	449.99990761994115	544.0829743700843	375.9549308661087	382.6532851465321	409.12921497396843	563.0276057421778	524.1186210403218	496.40164406900976	588.3684247752077	516.4943954900655	553.677970511349
ENSDARG00000075612	5.270806541678913e-4	0.02688959755820298	-0.22278020702424142	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]	390	413	305	575	447	344	378	478	732	433	755	648	405.7379301344179	466.9597031332555	413.82869621664764	430.6256678247261	443.12440015673536	452.5416397139715	472.9431888234294	489.313868861863	519.8369148190488	482.5066816811836	551.560493062234	521.4873908304567
ENSDARG00000039512	5.2938041527779e-4	0.026952691625237682	0.3805216622942482	6	34038963	34073164	1	protein_coding	ap1m3	adaptor related protein complex 1 subunit mu 3 [Source:ZFIN;Acc:ZDB-GENE-040801-159]	170	131	114	247	185	99	107	112	174	117	164	169	176.86012339192578	148.11554748294546	154.67695530720601	184.9818086134041	183.39600453914102	130.23727422000925	133.87545292091784	114.65094835257041	123.56779122747882	130.37709412632444	119.8091667049091	136.00519915177034
ENSDARG00000070170	5.39084242032111e-4	0.027391745404256863	0.5508157192576117	16	41974438	41984133	1	protein_coding	si:ch211-225p5.8	si:ch211-225p5.8 [Source:ZFIN;Acc:ZDB-GENE-060503-783]	133	149	122	208	134	125	68	98	112	129	189	105	138.36703771250663	168.4673020989227	165.53147848665907	155.77415462181398	132.83818707159404	164.44100280304198	85.0797270899291	100.3195798084991	79.53788860619326	143.74910378030643	138.07275919041354	84.50027166234251
ENSDARG00000038976	5.481127272368693e-4	0.027776510123366117	-0.3119038785844934	7	13684012	13737618	1	protein_coding	pdcd7	programmed cell death 7 [Source:ZFIN;Acc:ZDB-GENE-040728-3]	149	164	127	239	198	144	193	224	340	189	275	268	155.01269638468787	185.42709761223705	172.31555547381723	178.99049497410357	196.28329134459418	189.43603522910436	241.47628424053406	229.30189670514082	241.4543046973724	210.60915205021638	200.8995173405488	215.67688386197898
ENSDARG00000104399	5.488476265748935e-4	0.027776510123366117	1.4889812638521873	22	5478353	5479326	1	protein_coding	tppp	tubulin polymerization promoting protein [Source:ZFIN;Acc:ZDB-GENE-101115-2]	17	15	6	27	9	10	3	4	6	9	10	2	17.686012339192576	16.959795513314365	8.14089238458979	20.220683532639313	8.921967788390644	13.155280224243358	3.753517371614519	4.094676726877514	4.260958318188925	10.029007240486495	7.3054369942017745	1.6095289840446194
ENSDARG00000044972	5.513502995752803e-4	0.02783250254027246	0.23608403979860032	8	8973425	9029175	1	protein_coding	bcap31	B cell receptor associated protein 31 [Source:ZFIN;Acc:ZDB-GENE-030616-63]	694	620	583	1033	689	576	491	604	902	653	807	713	722.0054449058617	701.0048812169938	791.0233767026413	773.6283736746819	683.0262006890172	757.7441409164175	614.3256764875763	618.2961857585047	640.5640671677351	727.6601920041868	589.5487654320832	573.7970828119068
ENSDARG00000104278	5.521494292154229e-4	0.02783250254027246	0.461265898172005	5	65970235	65986604	1	protein_coding	slc2a8	solute carrier family 2 member 8 [Source:ZFIN;Acc:ZDB-GENE-030829-25]	82	73	61	108	75	53	53	55	72	53	77	74	85.3090006949289	82.53767149812991	82.76573924332953	80.88273413055725	74.34973156992204	69.7229851884898	66.3121402318565	56.30180499456583	51.131499818267095	59.05970930508714	56.251864855353666	59.552572409650914
ENSDARG00000075015	5.58849059296116e-4	0.028114321227089328	-0.37370743497073483	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]	535	479	405	710	570	350	533	666	689	740	1034	920	556.5892118510606	541.5828033918388	549.5102359598109	531.7290854879227	565.0579599314075	460.43480784851755	666.8749196901796	681.7636750251062	489.3000468720282	824.6072619955562	755.3821852004635	740.3833326605248
ENSDARG00000055514	5.62095941203205e-4	0.028221668493479728	-0.3748101605767462	16	23487051	23491093	1	protein_coding	icn2	ictacalcin 2 [Source:ZFIN;Acc:ZDB-GENE-070822-9]	696	591	602	918	786	537	659	685	1436	982	1547	1124	724.0861522398843	668.215943224586	816.8028692538422	687.5032401097367	779.185186852783	706.4385480418683	824.5226492979893	701.2133894777744	1019.7893574865493	1094.2761233508597	1130.1511030030144	904.5552890330761
ENSDARG00000074771	5.654579896585424e-4	0.028334362307890007	0.3686370685571815	1	53842344	53863308	1	protein_coding	ifngr1	interferon gamma receptor 1 [Source:ZFIN;Acc:ZDB-GENE-081022-158]	141	150	122	174	164	110	91	131	177	103	147	141	146.68986704859725	169.59795513314364	165.53147848665907	130.3110716547867	162.57807969956286	144.70808246667693	113.85669360564042	134.1006628052386	125.69827038657328	114.77641619667877	107.38992381476609	113.47179337514567
ENSDARG00000018569	5.67244975393171e-4	0.02836784290156578	0.3079566567302666	16	17060758	17072561	-1	protein_coding	tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2252]	349	383	292	561	397	292	226	363	497	283	462	334	363.0834297869535	433.0401121066268	396.19009605003646	420.1408689559502	393.557912443454	384.13418254790605	282.76497532829376	371.59191296413445	352.9493806899826	315.3565610064087	337.511189132122	268.7913403354514
ENSDARG00000020890	5.760036111164024e-4	0.02874915661389052	0.26793701250407814	16	29650698	29684858	1	protein_coding	tmod4	tropomodulin 4 (muscle) [Source:ZFIN;Acc:ZDB-GENE-991019-9]	3224	3047	2571	3481	3076	2301	2214	2522	3401	2218	3500	3670	3354.100222444522	3445.0997952712582	3488.372386796725	2606.9703473006466	3049.330324121069	3027.0299795983965	2770.095820251515	2581.6936762962728	2415.2532066934223	2471.593117711005	2556.902947970621	2953.4856857218765
ENSDARG00000091702	5.782154877747467e-4	0.02880285597746307	0.9412102217568085	11	2434262	2446346	1	protein_coding	csnk2a4	casein kinase 2, alpha 4 polypeptide [Source:ZFIN;Acc:ZDB-GENE-141210-9]	43	28	39	52	29	31	15	37	20	23	20	18	44.735207681487104	31.658284958186815	52.91580049983364	38.943538655453494	28.74856287370319	40.78136869515441	18.767586858072594	37.87575972361701	14.203194393963082	25.629685170132152	14.610873988403549	14.485760856401575
ENSDARG00000002192	5.863764165321164e-4	0.029152105963081987	-0.391229448818799	22	10479965	10487490	-1	protein_coding	aspn	asporin (LRR class 1) [Source:ZFIN;Acc:ZDB-GENE-041105-7]	264	194	221	410	333	175	343	316	531	316	431	485	274.6533680909906	219.3466886388658	299.8562028323906	307.05482401415253	330.11280817045383	230.21740392425878	429.15215282126	323.47946142332364	377.0948111597198	352.12958755485914	314.86433445009646	390.3107786308202
ENSDARG00000071014	5.878249806812931e-4	0.029166932260614845	0.32170014549505427	19	7575141	7591062	1	protein_coding	s100u	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]	711	697	589	895	584	586	466	540	869	522	662	813	739.6914572450543	788.0651648520075	799.164269087231	670.2782133967477	578.9365764911263	770.8994211406608	583.0463650574553	552.7813581284645	617.128796417696	581.6824199482166	483.61992901615747	654.2735320141378
ENSDARG00000040374	6.203239522780266e-4	0.03071936291017454	0.25814904911474473	9	6915611	6927587	-1	protein_coding	tmem182a	transmembrane protein 182a [Source:NCBI gene;Acc:503742]	892	825	632	1103	920	563	628	725	1070	567	1042	828	927.9954709741046	932.7887532322901	857.5073311767912	826.0523680185617	912.023373924377	740.642276624901	785.7363031246393	742.1601567465495	759.8709000770249	631.8274561506491	761.2265347958249	666.3449993944724
ENSDARG00000019838	6.235891174786104e-4	0.030791628062031617	-0.638082857938443	1	23283532	23294753	-1	protein_coding	ugdh	UDP-glucose 6-dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-011022-1]	328	393	313	598	350	291	415	499	1484	641	559	631	341.2360027797156	444.34664244883635	424.6832193961007	447.8506945377152	346.9654139929695	382.8186545254817	519.2365697400085	510.81092167796993	1053.8770240320607	714.2881823502048	408.3739279758792	507.8063944660774
