Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000007823	1.863032230792545e-17	1.227531236511088e-14	0.9891291722997677	20	37794633	37800737	1	protein_coding	atf3	activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]	349	465	314	349	509	477	356	450	192	536	319	287	216	198	155	231	247	296	155	178	182	117	287	228	396.4798835908968	375.6380266991074	312.4815771476791	479.232068924655	467.13555570193785	460.263219323535	359.7281058251066	492.9477582063393	253.5306840693762	389.316382841783	307.0557644587949	367.2861300624323	233.80680270159422	238.1315919949094	231.3704671091713	191.8561448524502	240.03193771787747	220.9003979516154	188.00668345200896	176.54041005932638	125.12755099328707	126.3357832764043	203.62224376780694	177.6083423935226
ENSDARG00000079111	4.847979447069268e-17	3.107947904986028e-14	-1.0121438897307617	25	14087045	14125498	1	protein_coding	actc1c	actin alpha cardiac muscle 1c [Source:ZFIN;Acc:ZDB-GENE-040625-46]	510	858	646	302	695	677	1091	812	790	1098	946	697	1690	1779	826	1951	1521	2010	1314	1429	2030	1479	1729	2106	579.3832109781014	693.1127460383531	642.876110947136	414.6936527657473	637.8373501234712	653.2457012201954	1102.4251782449194	889.4968436967723	1043.1731271604542	797.5175155975331	910.5791635674607	891.9806015801927	1829.3217433596956	2139.576273530019	1232.980682788229	1620.3954052256724	1478.0914059469296	1500.033107711983	1593.8114971350954	1417.2822807571765	1395.6534533866636	1597.0138757760851	1226.6998587963003	1640.5402152664851
ENSDARG00000039117	7.742789480249365e-17	4.8331306966188146e-14	-0.3743083107567709	12	19144833	19153177	-1	protein_coding	tefa	TEF transcription factor, PAR bZIP family member a [Source:ZFIN;Acc:ZDB-GENE-990415-264]	2389	3372	2775	1947	2769	2671	2833	2230	2360	3644	2837	2258	3366	3189	2307	4491	3400	4301	2926	3723	4211	3468	5095	4746	2714.0127275033024	2723.981561353527	2761.580817149075	2673.5382183275165	2541.2541330818585	2577.2810457298992	2862.6677634902444	2442.8300017780816	3116.314658352749	2646.7703340960024	2730.7749334470254	2889.658821188056	3643.4893420998433	3835.3618528877073	3443.688178199085	3729.9824525210124	3304.083353201552	3209.772336452357	3549.0810050359887	3692.471610398158	2895.1215232567683	3744.7221914749584	3614.826940756015	3697.0578640335893
ENSDARG00000002405	2.1094277523278496e-16	1.282964776544015e-13	-0.4917630390851273	5	20786772	20814588	-1	protein_coding	si:ch211-225b11.1	si:ch211-225b11.1 [Source:ZFIN;Acc:ZDB-GENE-060531-39]	181	313	222	142	225	226	221	230	179	347	238	189	285	250	194	427	318	412	267	265	538	303	495	427	205.6242376216399	252.84882227273252	220.92646537192599	194.98840626733812	206.4941061550806	218.07020454322623	223.31435782963078	251.95107641657341	236.36454400217886	252.03877769794533	229.08862677490026	241.87135394355298	308.4950868979368	300.67120201377446	289.58626205922087	354.64317684846856	309.02897244649813	307.46947282454573	323.8566740753961	262.82701497596344	369.88254084828816	327.17728489530344	351.1951591117228	332.62615000892174
ENSDARG00000003684	5.832641409210572e-16	3.458756355661869e-13	0.6662401809547095	6	21157195	21189295	-1	protein_coding	obsl1a	obscurin like cytoskeletal adaptor 1a [Source:ZFIN;Acc:ZDB-GENE-060503-649]	238	445	349	212	340	318	263	319	232	594	316	229	175	183	148	198	235	295	182	180	282	220	221	260	270.37883178978063	359.48155243247913	347.3123261928026	291.1094516103921	312.03553818989957	306.84214621569004	265.7541905393344	349.4451885951605	306.34957658382956	431.44390188063267	304.1680926927247	293.06105848187104	189.42680774434717	220.09131987408293	220.92147827198292	164.44812415924304	228.37046705951906	220.15411282340045	220.75623476300407	178.52401017235252	193.8789526379503	237.55446428041836	156.79622255291056	202.5358290452451
ENSDARG00000093042	6.831305718396571e-16	3.952160283911382e-13	-1.0458818867557242	8	12843300	12847483	-1	protein_coding	si:dkey-104n9.1	si:dkey-104n9.1 [Source:ZFIN;Acc:ZDB-GENE-081104-300]	31	46	53	30	44	50	60	51	42	47	61	39	127	108	41	147	100	118	65	96	109	91	133	119	35.21741086337479	37.159890813245035	52.743705696901245	41.194733718451715	40.38106964810465	48.245620474165094	60.628332442433695	55.86741259671845	55.45983714017605	34.13781715217127	58.71599257676015	49.909961924860134	137.46974047732624	129.88995926995057	61.201220332103375	122.09027399701377	97.17892215298683	88.06164512936019	78.8415124153586	95.21280542525469	74.93902779268292	98.26116477053668	94.36152759971542	92.69909098609294
ENSDARG00000091085	7.921207329150548e-16	4.4317789833006117e-13	3.7720929763626176	18	10689772	10690365	1	protein_coding	lepa	leptin a [Source:ZFIN;Acc:ZDB-GENE-081001-1]	9	9	8	13	24	19	32	46	9	16	16	11	2	0	2	0	1	1	1	3	1	2	4	0	10.224409605495907	7.270413419982724	7.961314067456792	17.851051277995744	22.026037989875263	18.333335780182736	32.33511063596464	50.39021528331469	11.88425081575201	11.621384562441284	15.40091608570758	14.077168748037474	2.1648778027925393	0	2.985425382053823	0	0.9717892215298682	0.7462851282149169	1.2129463448516709	2.975400169539209	0.6875140164466322	2.1595860389128942	2.837940679690689	0
ENSDARG00000063223	8.034000686421851e-16	4.4317789833006117e-13	0.9158658447790683	2	6261413	6262441	-1	protein_coding	arl14	ADP-ribosylation factor-like 14 [Source:ZFIN;Acc:ZDB-GENE-070705-288]	71	109	62	67	94	99	78	114	55	147	77	87	40	35	26	49	60	73	36	57	76	43	71	49	80.65923133224548	88.0527847531241	61.70018402279014	92.00157197120883	86.26864879367811	95.5263285388469	78.8168321751638	124.88009874560596	72.6259772073734	106.7714706674293	74.11690866246774	111.33760737084185	43.297556055850784	42.093968281928426	38.810529966699704	40.69675799900459	58.3073532917921	54.478814359688926	43.666068414660145	56.53260322124497	52.251065249944055	46.431099836627226	50.37344706450973	38.170213935450036
ENSDARG00000030463	1.1201944183211837e-15	6.03886627331329e-13	-0.8137342234074498	7	35229645	35243976	1	protein_coding	tppp3	tubulin polymerization-promoting protein family member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1909]	144	223	215	221	200	237	252	196	201	455	239	204	394	329	350	624	451	583	322	372	535	310	491	548	163.59055368793452	180.14468807290527	213.9603155629013	303.46787172592764	183.55031658229385	228.68424104754257	254.6389962582215	214.7061346854278	265.4149348851282	330.483123494424	230.051184030257	261.06749314542225	426.4809271501302	395.68330185012724	522.449441859419	518.2607549260993	438.27693890997057	435.0842297492965	390.568723042238	368.9496210228619	367.8199987989483	334.7358360314986	348.3572184320321	426.8832089107473
ENSDARG00000041294	1.884330924392442e-15	9.932517672575271e-13	1.4931919227157158	3	62161184	62169060	1	protein_coding	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9700]	230	393	202	190	321	288	191	318	208	318	253	203	147	112	146	94	81	131	42	59	82	67	79	93	261.2904676960065	317.4747193392456	201.023180203284	260.89998021686085	294.59825811458165	277.89477393119097	193.00019160841393	348.34974913247976	274.65824107515755	230.97501817852051	243.52698560525113	259.7877505319643	159.11851850525161	134.70069850217098	217.9360528899291	78.07133167155982	78.71492694391934	97.76335179615411	50.94374648377017	58.516203334271104	56.37614934862385	72.34613230358195	56.04932842389111	72.44550808156843
ENSDARG00000062350	2.0895561352330925e-15	1.0774841636462816e-12	0.6257256706312333	18	20859661	20869175	-1	protein_coding	synm	synemin, intermediate filament protein [Source:ZFIN;Acc:ZDB-GENE-050419-81]	570	879	575	641	604	549	646	646	473	978	747	500	416	396	284	382	470	496	350	376	707	425	704	530	647.5459416814074	710.0770440183127	572.2194485984569	880.1941437842517	554.3219560785275	529.7369128063327	652.7650459635361	707.6538928917671	624.5834039834111	710.3571313792235	719.0302697514727	639.8713067289762	450.29458298084813	476.2631839898188	423.93040425164287	317.2686031759133	456.7409341190381	370.15742359459875	424.5312206980848	372.9168212489142	486.07240962776905	458.91203326899	499.4775596255613	412.86149766915344
ENSDARG00000098379	2.6484143832358747e-15	1.3366040249011692e-12	1.0377493232656554	7	18721547	18730474	-1	protein_coding	C7H4orf54	si:dkey-38l22.2 [Source:ZFIN;Acc:ZDB-GENE-141216-433]	75	153	101	59	127	85	88	131	70	157	90	89	42	48	24	39	66	66	63	42	97	36	71	52	85.20341337913256	123.59702813970631	100.511590101642	81.01630964628838	116.5544510297566	82.01755480608067	88.92155424890275	143.50256961117879	92.43306190029341	114.03483601895509	86.63015298210514	113.89709259775775	45.46243385864332	57.7288707866447	35.82510458464588	32.3912971828812	64.1380886209713	49.25481846218451	76.41561972565526	41.65560237354892	66.68885959532334	38.87254870043209	50.37344706450973	40.50716580904902
ENSDARG00000079198	7.406325919672131e-15	3.659959391971312e-12	0.4225723907748938	6	29410986	29469208	1	protein_coding	usp13	ubiquitin specific peptidase 13 [Source:NCBI gene;Acc:558011]	559	902	645	480	642	632	619	641	507	724	621	504	440	459	337	499	539	639	363	469	685	375	669	627	635.049441052468	728.6569894249352	641.8809466887038	659.1157394952274	589.1965162291633	609.8246427934469	625.4822963644409	702.1766955783634	669.4794626206965	525.8676514504681	597.7480555765255	644.990277182808	476.27311661435857	552.03232689729	503.04417687606923	414.4424947245569	523.794390404599	476.87619692933185	440.2995231811565	465.15422650462966	470.9471012659431	404.92238229616765	474.6455786782678	488.4229415821872
ENSDARG00000008772	1.1987601527997138e-14	5.8029777192671855e-12	0.5328167731785338	6	21470261	21492752	-1	protein_coding	cacng1a	calcium channel, voltage-dependent, gamma subunit 1a [Source:ZFIN;Acc:ZDB-GENE-030131-732]	553	876	615	532	699	589	688	824	547	1029	870	474	439	450	350	661	516	562	425	457	664	406	633	633	628.2331679821374	707.6535728783184	612.0260189357409	730.5199446072105	641.508356455117	568.3334091856649	695.2048786732397	902.6421172489413	722.2983551351499	747.4002946720051	837.4248121603497	606.5979987790694	475.1906777129623	541.2081636247941	522.449441859419	548.9909599457558	501.44323830941204	419.41224205678327	515.5021965619601	453.2526258264728	456.50930692056386	438.3959658993175	449.1041125610516	493.09684532938513
ENSDARG00000062374	1.543982629807878e-14	7.324653595808574e-12	0.7236108302169658	16	13810018	13818071	-1	protein_coding	leng9	leukocyte receptor cluster (LRC) member 9 [Source:ZFIN;Acc:ZDB-GENE-061013-607]	108	160	130	97	136	153	121	138	92	274	124	128	87	63	60	128	84	124	62	73	129	71	117	93	122.69291526595087	129.2517941330262	129.37135359617287	133.19630568966056	124.81421527595982	147.6315986509452	122.26713709224128	151.17064584994407	121.48345278324277	199.01621063180698	119.35709966423376	163.80705452261788	94.17218442147545	75.76914290747116	89.5627614616147	106.30989844637934	81.63029460850893	92.53935589864969	75.20267338080359	72.40140412545408	88.68930812161557	76.66530438140774	83.00976488095266	72.44550808156843
ENSDARG00000011770	1.7673448073897902e-14	8.219886045350161e-12	-0.4449722245227518	9	23808546	23812636	1	protein_coding	dhrs12	dehydrogenase/reductase (SDR family) member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-1134]	264	459	353	279	304	370	264	294	230	451	330	263	398	373	268	544	420	593	348	416	653	492	639	605	299.9160150945466	370.79108441911893	351.29298322653096	383.111023581601	278.99648120508664	357.01759150882174	266.76466274670827	322.05920202814167	303.70863195810693	327.5777773538137	317.64389426771885	336.57230733944147	430.8106827557153	448.60143340455153	400.0470011952123	451.81706839711217	408.1514730425447	442.54708103144566	422.10532800838143	412.58882350943696	448.94665273965086	531.2581655725719	453.3610235805876	471.285294509128
ENSDARG00000053554	2.8262353887712784e-14	1.2891981427241292e-11	-0.741981300375834	7	30201611	30209790	1	protein_coding	wdr76	WD repeat domain 76 [Source:ZFIN;Acc:ZDB-GENE-030131-4513]	64	106	119	58	97	105	98	106	63	169	104	77	110	123	106	215	157	200	147	186	227	164	195	281	72.70691275019311	85.62931361312985	118.42454675341978	79.64315185567332	89.02190354241252	101.31580299574671	99.0262763226417	116.11658304415992	83.18975571026407	122.75087444078606	100.10595455709928	98.54018123626233	119.06827915358964	147.93023139077704	158.22754524885264	178.5674075466528	152.57090778018932	149.25702564298336	178.3031126931956	184.47481051143095	156.06568173338553	177.0860551908573	138.34960813492108	218.89449216043795
ENSDARG00000041140	3.020710359421071e-14	1.3519103721786378e-11	-0.48868806538773224	18	20468157	20482855	1	protein_coding	ddb2	damage-specific DNA binding protein 2 [Source:NCBI gene;Acc:100004133]	199	327	224	211	269	267	279	260	201	365	274	213	324	318	244	407	312	539	313	398	423	407	523	503	226.07305683263172	264.1583542593723	222.91679388879018	289.7362938197771	246.87517580318524	257.63161333204164	281.9217458573167	284.81426029699605	265.4149348851282	265.1128353306918	263.7406879677423	272.5851766665438	350.7102040523913	382.4537689615211	364.22189661056643	338.0322552162218	303.1982371173189	402.2476841078402	379.65220593857293	394.7364224922017	290.81842895692546	439.4757589187739	371.0607438695576	391.8289308067626
ENSDARG00000034503	9.953950619195857e-14	4.372364975691217e-11	-0.6403806324935599	2	48309600	48375342	-1	protein_coding	per2	period circadian clock 2 [Source:ZFIN;Acc:ZDB-GENE-011220-2]	1880	2665	3010	1565	2640	2422	2718	2890	2211	4495	3352	2459	4013	3284	2913	3866	4475	5332	3646	4842	5005	3917	7118	6151	2135.765562036923	2152.850196028218	2995.444417880618	2148.991942312565	2422.8641788862788	2337.017855768557	2746.4634596422466	3165.8200471473792	2919.5642837364103	3264.882725510848	3226.491919955738	3146.8870864931046	4343.82731130323	3949.6169096529416	4348.272068961393	3210.891151513301	4348.7567663461605	3979.1923036419366	4422.4023733291915	4802.295873636283	3441.0076523153944	4229.549257210903	5050.115439509581	4791.530324835779
ENSDARG00000075048	1.8048563408805115e-13	7.661368006982032e-11	-0.5889518355469612	14	34068075	34092744	1	protein_coding	lonrf1	LON peptidase N-terminal domain and ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-101021-4]	750	1122	884	656	1015	864	941	1140	748	1599	1132	993	1266	1245	1014	1607	1332	2044	1303	1512	1781	1734	2587	1954	852.0341337913255	906.3782063578462	879.7252044539755	900.7915106434775	931.5178566551414	833.6843217935728	950.8543471388351	1248.8009874560596	987.7132900202781	1161.4121197089758	1089.6148130638114	1270.7844151637466	1370.3676491676772	1497.342586028597	1513.6106687012884	1334.6875531510282	1294.4232430777845	1525.40680207129	1580.4690873417271	1499.6016854477612	1224.4624632914522	1872.3610957374792	1835.4381345899533	1522.1346536708036
ENSDARG00000071113	1.808754672811947e-13	7.661368006982032e-11	0.7767528336361816	6	10170241	10233650	-1	protein_coding	xirp2a	xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7]	2214	4371	2662	1801	3630	3191	3388	4388	2885	6094	4243	3398	1947	1694	1684	1938	2131	2530	2077	1970	2410	2105	2534	3050	2515.204762951993	3530.9974509716094	2649.1272559462477	2473.0571808977184	3331.4382459686335	3079.0354986612165	3423.4798385827557	4806.788362243149	3809.56262260495	4426.294845219824	4084.130434478579	4348.565400530122	2107.5085410185366	2037.3480648453358	2513.728171689319	1609.598306164712	2070.882831080149	1888.1013743837395	2519.2895582569204	1953.8461113307471	1656.9087796363838	2272.964305955821	1797.8354205840515	2375.9010714922983
ENSDARG00000043571	2.290848502199443e-13	9.533144995117682e-11	0.3900308113651984	8	12925385	12948930	1	protein_coding	KIF2A	zgc:103670 [Source:ZFIN;Acc:ZDB-GENE-040912-111]	527	722	605	391	620	541	604	513	460	746	609	511	382	318	347	545	397	711	335	436	628	394	667	589	598.6959846773714	583.2487210252807	602.0743763514199	536.9046961304874	569.005981405111	522.0176135304663	610.3252132538325	561.9604443552269	607.4172639162139	541.8470552238249	586.1973685122448	653.9484754770136	413.49166033337497	382.4537689615211	517.9713037863384	452.6476144787245	385.8003209473577	530.6087261608059	406.3370255253097	432.42482463969833	431.75880232848505	425.43844966584015	473.2266083384224	458.82155118326676
ENSDARG00000005749	4.426308814206214e-13	1.8102076736719206e-10	0.5522223415101152	22	31045277	31060579	-1	protein_coding	cand2	cullin-associated and neddylation-dissociated 2 (putative) [Source:ZFIN;Acc:ZDB-GENE-060503-645]	502	810	700	477	646	622	624	646	487	806	655	413	400	487	235	388	416	550	358	495	518	354	669	602	570.2948468843272	654.3372077984452	696.6149809024693	654.9962661233823	592.8675225608092	600.1755186986138	630.5346574013104	707.6538928917671	643.0700163634699	585.4272473329796	630.4750022586541	528.5336993581343	432.9755605585078	585.7075015228327	350.7874823913242	322.25187966558735	404.2643161564252	410.45682051820427	434.23479145689817	490.9410279739694	356.1322605193555	382.24672888758226	474.6455786782678	468.948342635529
ENSDARG00000039754	5.53946374737432e-13	2.227052204876591e-10	-0.5334511603655552	8	26007308	26032245	1	protein_coding	xpc	xeroderma pigmentosum, complementation group C [Source:ZFIN;Acc:ZDB-GENE-030131-8461]	216	393	293	191	341	301	256	303	206	494	276	222	358	331	262	536	377	593	347	385	533	535	640	557	245.38583053190175	317.4747193392456	291.58312772060503	262.27313800747595	312.95328977281105	290.43863525447387	258.6808850877171	331.9181571922685	272.01729644943487	358.81024836537466	265.66580247845576	284.1028601876654	387.5131266998645	398.08867146623743	391.09072504905083	445.17269974421345	366.3645365167603	442.54708103144566	420.89238166352976	381.8430217575318	366.444970766055	577.6892654091992	454.07050875051027	433.8940645315443
ENSDARG00000036840	3.265054709061819e-12	1.2907849616491057e-9	-0.5541621071391654	11	11515778	11518469	-1	protein_coding	krt15	keratin 15 [Source:ZFIN;Acc:ZDB-GENE-040426-2931]	2918	3833	3257	3069	3038	2802	3918	2614	2830	4974	4070	3153	4459	4059	3121	7825	4532	6537	4059	4342	7226	4574	7943	7662	3314.9808032041174	3096.388293199309	3241.2499897133466	4214.221259397611	2788.129308885044	2703.684571372212	3959.03010849092	2863.478755447491	3736.9366453975763	3612.797925848934	3917.608029301866	4035.0284602329234	4826.595061325966	4881.697635895643	4658.756308694991	6499.023088616549	4404.148751973363	4878.4658831409115	4923.349213752932	4306.395845379749	4967.976282843365	4938.973270993789	5635.440704695786	5968.575085171799
